filename,nrow,ncol,nnz,sparsity,N(B),cusparse,SEQREDUCE_ROWBALANCE,PARREDUCE_ROWBALANCE,SEQREDUCE_NNZBALANCE,PARREDUCE_NNZBALANCE,ROWCACHING_ROWBALANCE,ROWCACHING_NNZBALANCE,THE_BEST_ALG_INDEX,THE_BEST_ALG_NAME
model3.mtx,1609,4578,23974,0.00325468,256,0.0205824,0.0167936,0.0436224,0.106189,0.0434176,0.0203776,0.0172032,1,SEQREDUCE_ROWBALANCE
ASIC_680k.mtx,682862,682862,3871773,8.30317e-06,256,2.54525,46.5465,24.6424,38.7072,19.5836,55.9952,2.71452,0,CuSparse
olafu.mtx,16146,16146,515651,0.001978,256,0.119808,0.130867,0.499507,2.08077,0.732365,0.0841728,0.11264,5,ROWCACHING_ROWBALANCE
bp_1600.mtx,822,822,4841,0.00716459,256,0.0181248,0.0196608,0.0218112,0.0361472,0.015872,0.023552,0.0151552,6,ROWCACHING_NNZBALANCE
watt_1.mtx,1856,1856,11360,0.00329779,256,0.0219136,0.008192,0.0406528,0.0784384,0.0297984,0.0106496,0.0210944,1,SEQREDUCE_ROWBALANCE
lshp3466.mtx,3466,3466,13681,0.00113883,256,0.0186368,0.009216,0.0644096,0.125338,0.0380928,0.0119808,0.0134144,1,SEQREDUCE_ROWBALANCE
rdb1250l.mtx,1250,1250,7300,0.004672,256,0.0167936,0.0065536,0.0285696,0.0521216,0.0214016,0.0079872,0.0126976,1,SEQREDUCE_ROWBALANCE
bcspwr03.mtx,118,118,297,0.0213301,256,0.0141312,0.004096,0.0055296,0.0063488,0.0067584,0.0043008,0.0104448,1,SEQREDUCE_ROWBALANCE
lp_osa_60.mtx,10280,243246,1408073,0.000563101,256,0.931942,18.3161,3.30537,3.18218,4.941,25.4866,0.884224,6,ROWCACHING_NNZBALANCE
dwt_503.mtx,503,503,3265,0.0129047,256,0.0162816,0.0055296,0.0132096,0.0228352,0.011776,0.005632,0.0105472,1,SEQREDUCE_ROWBALANCE
wa2010.mtx,195574,195574,473716,1.2385e-05,256,0.335053,0.454144,4.54461,6.59128,2.17078,0.41472,0.337306,0,CuSparse
oscil_dcop_48.mtx,430,430,1544,0.00835046,256,0.0167936,0.0045056,0.0120832,0.0167936,0.0105472,0.0052224,0.014848,1,SEQREDUCE_ROWBALANCE
lp_80bau3b.mtx,2262,12061,23264,0.000852724,256,0.0205824,0.0146432,0.0541696,0.121856,0.0473088,0.017408,0.0165888,1,SEQREDUCE_ROWBALANCE
lshp1561.mtx,1561,1561,6121,0.00251198,256,0.0164864,0.0062464,0.0316416,0.056832,0.0201728,0.008704,0.0124928,1,SEQREDUCE_ROWBALANCE
lp_scagr7.mtx,129,185,465,0.0194846,256,0.0151552,0.0041984,0.0059392,0.0069632,0.007168,0.0043008,0.011264,1,SEQREDUCE_ROWBALANCE
rgg_n_2_16_s0.mtx,65536,65536,342127,7.96576e-05,256,0.153907,0.18903,1.38578,2.82931,0.954982,0.152576,0.156058,5,ROWCACHING_ROWBALANCE
bwm200.mtx,200,200,796,0.0199,256,0.0150528,0.0038912,0.0073728,0.0093184,0.00768,0.0045056,0.011776,1,SEQREDUCE_ROWBALANCE
cavity23.mtx,4562,4562,138187,0.00663983,256,0.0385024,0.0364544,0.147046,0.523059,0.200704,0.029184,0.0359424,5,ROWCACHING_ROWBALANCE
GL7d18.mtx,1955309,1548650,35590540,1.17535e-05,256,26.5711,25.4859,77.2343,210.13,86.6298,22.7971,26.8371,5,ROWCACHING_ROWBALANCE
can_229.mtx,229,229,1003,0.0191263,256,0.0145408,0.0045056,0.0074752,0.0104448,0.0082944,0.0044032,0.01024,5,ROWCACHING_ROWBALANCE
aug2d.mtx,29008,29008,38416,4.56538e-05,256,0.05632,0.0717824,0.598426,0.826163,0.25303,0.0750592,0.0324608,6,ROWCACHING_NNZBALANCE
epb3.mtx,84617,84617,463625,6.47518e-05,256,0.216371,0.322253,2.46682,3.81932,1.42244,0.30208,0.24617,0,CuSparse
ca-AstroPh.mtx,18772,18772,198110,0.000562193,256,0.084992,0.102093,0.431616,1.12579,0.392806,0.0866304,0.0822272,6,ROWCACHING_NNZBALANCE
mbeacxc.mtx,496,496,49920,0.202914,256,0.0223232,0.0411648,0.0420864,0.058368,0.0618496,0.0333824,0.0387072,0,CuSparse
dwa512.mtx,512,512,2480,0.00946045,256,0.0155648,0.0048128,0.0137216,0.0211968,0.0111616,0.0057344,0.0111616,1,SEQREDUCE_ROWBALANCE
adder_dcop_46.mtx,1813,1813,11246,0.00342139,256,0.019456,0.0768,0.0521216,0.0790528,0.0294912,0.0874496,0.0177152,6,ROWCACHING_NNZBALANCE
fpga_dcop_08.mtx,1220,1220,5888,0.00395593,256,0.0210944,0.0074752,0.02816,0.047616,0.019456,0.0094208,0.0193536,1,SEQREDUCE_ROWBALANCE
cage11.mtx,39082,39082,559722,0.000366453,256,0.190362,0.214016,1.13971,2.93693,1.11933,0.160154,0.227635,5,ROWCACHING_ROWBALANCE
co5.mtx,5774,12325,57993,0.000814914,256,0.0285696,0.0401408,0.133018,0.327066,0.111616,0.0500736,0.0289792,0,CuSparse
nos5.mtx,468,468,2820,0.0128753,256,0.0160768,0.0053248,0.012288,0.020992,0.0114688,0.0053248,0.0121856,1,SEQREDUCE_ROWBALANCE
G21.mtx,800,800,4667,0.00729219,256,0.017408,0.0118784,0.0183296,0.0339968,0.0145408,0.0121856,0.0132096,1,SEQREDUCE_ROWBALANCE
conf5_0-4x4-18.mtx,3072,3072,119808,0.0126953,256,0.0774144,4.44416,0.545587,0.73216,1.0667,3.69152,0.0698368,6,ROWCACHING_NNZBALANCE
xenon2.mtx,157464,157464,3866688,0.000155947,256,0.955187,1.20064,5.7175,18.9126,7.58559,0.67072,1.30775,5,ROWCACHING_ROWBALANCE
c-big.mtx,345241,345241,1343126,1.12687e-05,256,0.977613,1.44824,9.09783,13.9469,5.01289,1.84678,1.0454,0,CuSparse
bcsstk28.mtx,4410,4410,111717,0.00574437,256,0.0331776,0.029696,0.123392,0.436941,0.158618,0.0228352,0.0321536,5,ROWCACHING_ROWBALANCE
rw5151.mtx,5151,5151,20199,0.000761284,256,0.0216064,0.0123904,0.103322,0.186982,0.059904,0.021504,0.0175104,1,SEQREDUCE_ROWBALANCE
cz20468.mtx,20468,20468,206076,0.0004919,256,0.081408,0.0943104,0.548762,1.20248,0.450867,0.079872,0.0812032,5,ROWCACHING_ROWBALANCE
adder_trans_02.mtx,1814,1814,14579,0.0044305,256,0.0188416,0.0804864,0.0536576,0.0897024,0.0331776,0.0893952,0.0177152,6,ROWCACHING_NNZBALANCE
viscoplastic1.mtx,4326,4326,61166,0.00326841,256,0.0248832,0.0197632,0.104038,0.287334,0.104755,0.021504,0.0229376,1,SEQREDUCE_ROWBALANCE
soc-Slashdot0902.mtx,82168,82168,948464,0.00014048,256,0.375603,0.457216,2.59318,5.74505,2.10801,0.610202,0.467763,0,CuSparse
f855_mat9.mtx,2456,2511,171214,0.0277629,256,0.0408576,0.04608,0.123597,0.265933,0.21289,0.0335872,0.0513024,5,ROWCACHING_ROWBALANCE
LFAT5000.mtx,19994,19994,49980,0.000125025,256,0.0451584,0.0565248,0.428544,0.649728,0.198861,0.0518144,0.0246784,6,ROWCACHING_NNZBALANCE
TSOPF_RS_b300_c2.mtx,28338,28338,2943887,0.00366592,256,0.55255,0.660787,2.10483,4.06876,4.09283,0.408166,0.821965,5,ROWCACHING_ROWBALANCE
PGPgiantcompo.mtx,10680,10680,24316,0.000213182,256,0.0275456,0.0185344,0.181658,0.335667,0.100864,0.032768,0.0208896,1,SEQREDUCE_ROWBALANCE
n4c6-b12.mtx,25605,69235,332865,0.000187766,256,0.156979,0.154522,0.802714,1.77869,0.707482,0.121242,0.173773,5,ROWCACHING_ROWBALANCE
bcspwr04.mtx,274,274,943,0.0125606,256,0.0166912,0.00512,0.0086016,0.0118784,0.0088064,0.00512,0.0126976,1,SEQREDUCE_ROWBALANCE
cavity09.mtx,1182,1182,32747,0.0234389,256,0.0190464,0.013824,0.0391168,0.117146,0.0499712,0.0116736,0.0145408,5,ROWCACHING_ROWBALANCE
n3c6-b1.mtx,105,105,210,0.0190476,256,0.0147456,0.0037888,0.005632,0.0060416,0.0069632,0.0044032,0.0090112,1,SEQREDUCE_ROWBALANCE
fpga_dcop_29.mtx,1220,1220,5892,0.00395861,256,0.0208896,0.0074752,0.0283648,0.0478208,0.0198656,0.0096256,0.0192512,1,SEQREDUCE_ROWBALANCE
west0497.mtx,497,497,1727,0.00699165,256,0.016896,0.0054272,0.0135168,0.0191488,0.0111616,0.006144,0.0142336,1,SEQREDUCE_ROWBALANCE
lp_sctap3.mtx,1480,3340,9734,0.00196917,256,0.0191488,0.0083968,0.0340992,0.0647168,0.026624,0.009728,0.0164864,1,SEQREDUCE_ROWBALANCE
photogrammetry.mtx,1388,390,11816,0.0218281,256,0.0166912,0.0075776,0.0325632,0.0677888,0.0275456,0.0089088,0.012288,1,SEQREDUCE_ROWBALANCE
pkustk08.mtx,22209,22209,1624440,0.00329341,256,0.367411,0.38697,1.12968,2.76429,2.14989,0.227226,0.417894,5,ROWCACHING_ROWBALANCE
GL7d22.mtx,349443,822922,8251000,2.86927e-05,256,5.54844,5.57292,15.1903,42.6674,18.6286,4.58291,5.52858,5,ROWCACHING_ROWBALANCE
ex6.mtx,1651,1651,49533,0.0181719,256,0.0217088,0.017408,0.0550912,0.176026,0.07168,0.0145408,0.018432,5,ROWCACHING_ROWBALANCE
great-britain_osm.mtx,7733822,7733822,8156517,1.36369e-07,256,10.9975,16.4259,176.746,225.211,69.7342,16.2717,11.4618,0,CuSparse
Maragal_3.mtx,1690,860,18391,0.0126538,256,0.0197632,0.0299008,0.0444416,0.0985088,0.0361472,0.0336896,0.0176128,6,ROWCACHING_NNZBALANCE
HEP-th.mtx,27240,27240,342437,0.000461494,256,0.128512,0.165786,0.720896,1.84904,0.687923,0.142643,0.144589,0,CuSparse
adder_dcop_03.mtx,1813,1813,11148,0.00339157,256,0.019456,0.079872,0.0521216,0.0786432,0.0293888,0.0876544,0.01792,6,ROWCACHING_NNZBALANCE
rdist3a.mtx,2398,2398,61896,0.0107638,256,0.0265216,0.0214016,0.0751616,0.233165,0.0920576,0.0206848,0.0285696,5,ROWCACHING_ROWBALANCE
lshp_577.mtx,577,577,2233,0.00670714,256,0.0159744,0.0047104,0.0144384,0.0222208,0.0109568,0.005632,0.0108544,1,SEQREDUCE_ROWBALANCE
ABACUS_shell_ld.mtx,23412,23412,0,0,256,0.0164864,0.02304,0.317952,0.557466,0.141005,0.0130048,0.0110592,6,ROWCACHING_NNZBALANCE
klein-b1.mtx,30,10,60,0.2,256,0.0137216,0.0037888,0.0041984,0.0044032,0.0052224,0.0041984,0.009216,1,SEQREDUCE_ROWBALANCE
lp_sc50a.mtx,50,78,160,0.0410256,256,0.0152576,0.004096,0.0044032,0.004608,0.0063488,0.0043008,0.0106496,1,SEQREDUCE_ROWBALANCE
t3dh.mtx,79171,79171,2215638,0.000353481,256,0.553984,0.579994,2.72814,10.1502,3.74651,0.346624,0.687206,5,ROWCACHING_ROWBALANCE
para-4.mtx,153226,153226,5326228,0.000226858,256,1.50641,1.57399,6.87841,15.3396,9.66369,1.71141,2.03571,0,CuSparse
bcsstk03.mtx,112,112,376,0.0299745,256,0.0141312,0.0043008,0.0055296,0.006656,0.0064512,0.0043008,0.009728,1,SEQREDUCE_ROWBALANCE
cage10.mtx,11397,11397,150645,0.00115977,256,0.055296,0.05632,0.288768,0.758579,0.27648,0.047616,0.0456704,6,ROWCACHING_NNZBALANCE
n4c6-b7.mtx,163215,104115,1305720,7.68381e-05,256,0.533402,0.620851,5.06614,9.07837,3.4132,0.60375,0.635187,0,CuSparse
lp_stocfor2.mtx,2157,3045,9357,0.00142462,256,0.0193536,0.0083968,0.04608,0.0805888,0.0293888,0.0114688,0.0149504,1,SEQREDUCE_ROWBALANCE
RFdevice.mtx,74104,74104,0,0,256,0.0447488,0.0863232,1.02625,1.76159,0.441446,0.0459776,0.0295936,6,ROWCACHING_NNZBALANCE
lp_stair.mtx,356,614,4003,0.0183133,256,0.0166912,0.0062464,0.0119808,0.0207872,0.0123904,0.0064512,0.0130048,1,SEQREDUCE_ROWBALANCE
af_1_k101.mtx,503625,503625,9027150,3.55907e-05,256,2.12941,2.7051,15.5182,50.0155,18.0982,1.93997,2.54679,5,ROWCACHING_ROWBALANCE
lpi_refinery.mtx,323,464,1626,0.0108493,256,0.0176128,0.004608,0.0101376,0.0144384,0.0096256,0.0049152,0.015872,1,SEQREDUCE_ROWBALANCE
flowmeter0.mtx,9669,9669,38530,0.000412132,256,0.026624,0.0203776,0.171725,0.356045,0.11223,0.0244736,0.0196608,6,ROWCACHING_NNZBALANCE
lhr14c.mtx,14270,14270,307858,0.00151183,256,0.0904192,0.103322,0.469606,1.35997,0.518554,0.0763904,0.0949248,5,ROWCACHING_ROWBALANCE
2D_54019_highK.mtx,54019,54019,996414,0.000341465,256,0.257946,0.496333,1.74889,4.92626,1.90925,0.354714,0.318362,0,CuSparse
bibd_81_3.mtx,3240,85320,255960,0.000925926,256,0.122163,0.108339,0.224256,0.437862,0.360038,0.0909312,0.155546,5,ROWCACHING_ROWBALANCE
lhr07c.mtx,7337,7337,156508,0.00290736,256,0.0443392,0.0449536,0.207565,0.663245,0.245453,0.0401408,0.0427008,5,ROWCACHING_ROWBALANCE
nasa2146.mtx,2146,2146,37198,0.00807719,256,0.0201728,0.013312,0.055808,0.157286,0.0608256,0.0154624,0.017408,1,SEQREDUCE_ROWBALANCE
mycielskian17.mtx,98303,98303,50122871,0.00518683,256,12.2815,17.9285,25.7501,36.8175,71.9658,13.2385,17.1716,0,CuSparse
Trec8.mtx,23,84,549,0.284162,256,0.0145408,0.0060416,0.0047104,0.0053248,0.0057344,0.0055296,0.0103424,2,PARREDUCE_ROWBALANCE
cz628.mtx,628,628,6346,0.0160909,256,0.016896,0.0064512,0.0176128,0.0336896,0.0167936,0.0062464,0.012288,5,ROWCACHING_ROWBALANCE
adder_dcop_63.mtx,1813,1813,11246,0.00342139,256,0.0191488,0.0770048,0.052224,0.0792576,0.0295936,0.0881664,0.0177152,6,ROWCACHING_NNZBALANCE
fpga_dcop_14.mtx,1220,1220,5892,0.00395861,256,0.0207872,0.0073728,0.02816,0.0478208,0.0196608,0.0094208,0.0191488,1,SEQREDUCE_ROWBALANCE
brack2.mtx,62631,62631,366559,9.3447e-05,256,0.161997,0.205312,1.41455,2.85983,0.988979,0.153702,0.159539,5,ROWCACHING_ROWBALANCE
net100.mtx,29920,29920,1031560,0.00115232,256,0.268186,0.26624,0.961638,2.69169,1.5104,0.179405,0.322048,5,ROWCACHING_ROWBALANCE
invextr1_new.mtx,30412,30412,1793881,0.00193956,256,0.435302,0.46633,1.59201,4.21468,2.65646,0.271053,0.538624,5,ROWCACHING_ROWBALANCE
can_838.mtx,838,838,5424,0.00772381,256,0.0166912,0.0060416,0.0192512,0.036864,0.0161792,0.0068608,0.0123904,1,SEQREDUCE_ROWBALANCE
shipsec8.mtx,114919,114919,3384159,0.000256252,256,0.828314,0.868352,4.08658,15.6793,5.8197,0.5376,0.956314,5,ROWCACHING_ROWBALANCE
grid2_dual.mtx,3136,3136,6112,0.000621486,256,0.0198656,0.0070656,0.0559104,0.0954368,0.0273408,0.0110592,0.01536,1,SEQREDUCE_ROWBALANCE
fpga_dcop_30.mtx,1220,1220,5892,0.00395861,256,0.020992,0.0074752,0.0282624,0.0477184,0.0196608,0.0095232,0.0192512,1,SEQREDUCE_ROWBALANCE
nos2.mtx,957,957,2547,0.00278103,256,0.0156672,0.0048128,0.02048,0.0325632,0.0132096,0.0065536,0.0113664,1,SEQREDUCE_ROWBALANCE
flower_4_4.mtx,1837,5529,16466,0.00162118,256,0.0190464,0.0093184,0.0421888,0.09216,0.0360448,0.011264,0.0169984,1,SEQREDUCE_ROWBALANCE
ca2010.mtx,710145,710145,1744683,3.45957e-06,256,1.26935,1.71407,16.6031,24.5722,8.08561,1.50282,1.31656,0,CuSparse
cont-201.mtx,80595,80595,239596,3.68862e-05,256,0.173875,0.222208,1.81893,2.84652,0.932454,0.183808,0.18217,0,CuSparse
TSOPF_RS_b300_c3.mtx,42138,42138,4413449,0.00248559,256,0.837018,0.984576,3.16938,6.20872,6.23892,0.605901,1.23177,5,ROWCACHING_ROWBALANCE
relat7b.mtx,21924,1045,81355,0.00355098,256,0.0433152,0.0427008,0.419123,0.802202,0.255386,0.0744448,0.03072,6,ROWCACHING_NNZBALANCE
bibd_9_3.mtx,36,84,252,0.0833333,256,0.0147456,0.0043008,0.0043008,0.004608,0.0063488,0.0045056,0.009728,1,SEQREDUCE_ROWBALANCE
rel3.mtx,12,5,18,0.3,256,0.0115712,0.0036864,0.0037888,0.0038912,0.0049152,0.004096,0.0079872,1,SEQREDUCE_ROWBALANCE
fd12.mtx,7500,7500,28462,0.000505991,256,0.0270336,0.0178176,0.148787,0.270643,0.0887808,0.0295936,0.0223232,1,SEQREDUCE_ROWBALANCE
scsd8-2r.mtx,8650,60550,190210,0.000363164,256,0.086016,0.0699392,0.30935,0.818688,0.335872,0.0549888,0.0991232,5,ROWCACHING_ROWBALANCE
atmosmodd.mtx,1270432,1270432,8814880,5.46152e-06,256,4.72095,6.45611,39.6719,69.9556,25.6853,4.7447,4.96435,0,CuSparse
c-36.mtx,7479,7479,36710,0.000656292,256,0.0268288,0.0442368,0.142438,0.305459,0.0914432,0.0591872,0.0221184,6,ROWCACHING_NNZBALANCE
Erdos02.mtx,6927,6927,8472,0.000176561,256,0.0216064,0.0099328,0.102502,0.19415,0.0466944,0.0108544,0.0154624,1,SEQREDUCE_ROWBALANCE
world.mtx,34506,67147,198883,8.58374e-05,256,0.131891,0.187494,0.998195,1.55412,0.578867,0.167526,0.134451,0,CuSparse
wikipedia-20060925.mtx,2983494,2983494,37269096,4.18696e-06,256,18.577,21.1434,105.335,250.714,94.8925,18.075,22.2388,5,ROWCACHING_ROWBALANCE
oscil_dcop_54.mtx,430,430,1544,0.00835046,256,0.0167936,0.004608,0.0120832,0.016896,0.0103424,0.0050176,0.0147456,1,SEQREDUCE_ROWBALANCE
oscil_dcop_40.mtx,430,430,1544,0.00835046,256,0.016896,0.0047104,0.0120832,0.0169984,0.0104448,0.00512,0.0149504,1,SEQREDUCE_ROWBALANCE
662_bus.mtx,662,662,1568,0.00357792,256,0.0175104,0.0048128,0.0155648,0.0227328,0.011264,0.0058368,0.0144384,1,SEQREDUCE_ROWBALANCE
Freescale2.mtx,2999349,2999349,23042677,2.56141e-06,256,9.45592,12.7654,95.3941,185.615,71.6859,14.7613,12.2382,0,CuSparse
Si34H36.mtx,97569,97569,2626974,0.000275951,256,0.682701,0.729907,3.38729,12.5043,4.60872,0.503091,0.879718,5,ROWCACHING_ROWBALANCE
fs_680_2.mtx,680,680,2646,0.00572232,256,0.0178176,0.0048128,0.0171008,0.0260096,0.0131072,0.0067584,0.0154624,1,SEQREDUCE_ROWBALANCE
G28.mtx,2000,2000,19990,0.0049975,256,0.0192512,0.0098304,0.0431104,0.105472,0.0398336,0.011264,0.014848,1,SEQREDUCE_ROWBALANCE
rajat25.mtx,87190,87190,607235,7.98773e-05,256,0.259891,3.59168,2.79163,4.72433,2.02363,3.93124,0.302899,0,CuSparse
n2c6-b8.mtx,1470,3990,13230,0.00225564,256,0.0181248,0.0078848,0.0340992,0.0734208,0.0299008,0.0094208,0.0146432,1,SEQREDUCE_ROWBALANCE
YaleB_10NN.mtx,2414,2414,17404,0.00298658,256,0.018944,0.0094208,0.0482304,0.109363,0.0382976,0.0109568,0.0146432,1,SEQREDUCE_ROWBALANCE
rosen7.mtx,264,776,8034,0.0392163,256,0.0169984,0.0308224,0.0164864,0.0354304,0.0156672,0.0300032,0.0129024,6,ROWCACHING_NNZBALANCE
IG5-7.mtx,62,150,549,0.0590323,256,0.0141312,0.0050176,0.0049152,0.0054272,0.0063488,0.0045056,0.0101376,5,ROWCACHING_ROWBALANCE
lp_nug05.mtx,210,225,1050,0.0222222,256,0.0164864,0.0043008,0.0077824,0.01024,0.0093184,0.0045056,0.0130048,1,SEQREDUCE_ROWBALANCE
ex2.mtx,441,441,13640,0.0701354,256,0.0175104,0.0109568,0.0185344,0.0466944,0.0224256,0.010752,0.013312,5,ROWCACHING_ROWBALANCE
rkat7_mat5.mtx,694,738,38114,0.0744164,256,0.0198656,0.01792,0.0361472,0.0739328,0.0513024,0.0156672,0.0221184,5,ROWCACHING_ROWBALANCE
watt_2.mtx,1856,1856,11550,0.00335294,256,0.0208896,0.0106496,0.0407552,0.0789504,0.029696,0.01536,0.019456,1,SEQREDUCE_ROWBALANCE
rajat20.mtx,86916,86916,605045,8.00918e-05,256,0.260096,3.63274,2.78415,4.70456,2.00929,3.90287,0.303821,0,CuSparse
lung2.mtx,109460,109460,492564,4.11104e-05,256,0.279962,0.360346,3.25519,4.55148,1.70035,0.387789,0.306586,0,CuSparse
lshp2614.mtx,2614,2614,10297,0.00150695,256,0.0178176,0.0077824,0.0497664,0.0945152,0.0304128,0.0098304,0.0131072,1,SEQREDUCE_ROWBALANCE
n4c6-b11.mtx,69235,132402,830820,9.06331e-05,256,0.360858,0.371098,2.25905,4.75699,1.90126,0.302592,0.424141,5,ROWCACHING_ROWBALANCE
parabolic_fem.mtx,525825,525825,2100225,7.59597e-06,256,1.75944,1.96178,13.4727,21.6742,7.73181,1.5188,1.79354,5,ROWCACHING_ROWBALANCE
jan99jac020sc.mtx,6774,6774,38692,0.0008432,256,0.0249856,0.019968,0.139366,0.283238,0.094208,0.029696,0.019968,1,SEQREDUCE_ROWBALANCE
oscil_dcop_09.mtx,430,430,1544,0.00835046,256,0.016896,0.0048128,0.0120832,0.0167936,0.01024,0.0052224,0.0147456,1,SEQREDUCE_ROWBALANCE
