filename,nrow,ncol,nnz,sparsity,N(B),cusparse,SEQREDUCE_ROWBALANCE,PARREDUCE_ROWBALANCE,SEQREDUCE_NNZBALANCE,PARREDUCE_NNZBALANCE,ROWCACHING_ROWBALANCE,ROWCACHING_NNZBALANCE,THE_BEST_ALG_INDEX,THE_BEST_ALG_NAME
lhr71.mtx,70304,70304,1528092,0.000309164,20,0.142643,0.0595968,0.167322,0.663859,0.206131,0.0784384,0.0939008,1,SEQREDUCE_ROWBALANCE
dwt_221.mtx,221,221,925,0.018939,20,0.0145408,0.0043008,0.0039936,0.0050176,0.0058368,0.0041984,0.0103424,2,PARREDUCE_ROWBALANCE
af_0_k101.mtx,503625,503625,9027150,3.55907e-05,20,0.787046,0.274125,1.15395,4.52403,1.46801,0.427008,0.630579,1,SEQREDUCE_ROWBALANCE
blckhole.mtx,2132,2132,8502,0.00187045,20,0.0165888,0.0044032,0.0064512,0.0096256,0.0068608,0.0047104,0.0111616,1,SEQREDUCE_ROWBALANCE
af_shell1.mtx,504855,504855,9046865,3.54948e-05,20,0.788685,0.274944,1.14913,4.54052,1.47231,0.428134,0.63447,1,SEQREDUCE_ROWBALANCE
OPF_10000.mtx,43887,43887,255799,0.000132809,20,0.0452608,0.0131072,0.0678912,0.174592,0.0521216,0.0279552,0.0239616,1,SEQREDUCE_ROWBALANCE
nsct.mtx,23003,37563,697738,0.000807509,20,0.0669696,0.0551936,0.0528384,0.314163,0.0879616,0.0536576,0.04864,6,ROWCACHING_NNZBALANCE
mhda416.mtx,416,416,8562,0.0494753,20,0.0161792,0.0057344,0.0043008,0.0069632,0.0064512,0.0050176,0.0109568,2,PARREDUCE_ROWBALANCE
oscil_dcop_28.mtx,430,430,1544,0.00835046,20,0.0169984,0.0045056,0.0039936,0.0053248,0.0060416,0.0043008,0.0123904,2,PARREDUCE_ROWBALANCE
ch5-5-b4.mtx,120,600,600,0.00833333,20,0.0156672,0.0038912,0.0038912,0.004608,0.0055296,0.004096,0.0121856,1,SEQREDUCE_ROWBALANCE
ch6-6-b2.mtx,2400,450,7200,0.00666667,20,0.0175104,0.0041984,0.0073728,0.0099328,0.0075776,0.0054272,0.0113664,1,SEQREDUCE_ROWBALANCE
specular.mtx,477976,1600,7647616,0.01,20,0.590029,0.198656,1.18825,3.94732,1.26331,0.372326,0.45609,1,SEQREDUCE_ROWBALANCE
aug2dc.mtx,30200,30200,40000,4.38577e-05,20,0.030208,0.0065536,0.046592,0.0775168,0.0234496,0.0196608,0.0145408,1,SEQREDUCE_ROWBALANCE
mycielskian9.mtx,383,383,7271,0.0495675,20,0.0166912,0.0119808,0.0052224,0.0086016,0.0065536,0.011776,0.0129024,2,PARREDUCE_ROWBALANCE
id2010.mtx,149842,149842,364132,1.62178e-05,20,0.0899072,0.0305152,0.212787,0.435302,0.11817,0.0683008,0.0359424,1,SEQREDUCE_ROWBALANCE
c8_mat11.mtx,4562,5761,2462970,0.0937143,20,0.161997,0.13271,0.0695296,0.134758,0.220979,0.110797,0.174387,2,PARREDUCE_ROWBALANCE
G3_circuit.mtx,1585478,1585478,4623152,1.83915e-06,20,0.71209,0.405811,3.29605,5.47226,1.49309,0.856576,0.624333,1,SEQREDUCE_ROWBALANCE
model3.mtx,1609,4578,23974,0.00325468,20,0.0190464,0.014336,0.0065536,0.0126976,0.0083968,0.0141312,0.013824,2,PARREDUCE_ROWBALANCE
ASIC_680k.mtx,682862,682862,3871773,8.30317e-06,20,0.577946,38.274,6.39242,4.97572,1.53057,39.1047,0.466125,6,ROWCACHING_NNZBALANCE
olafu.mtx,16146,16146,515651,0.001978,20,0.0513024,0.0183296,0.0335872,0.193229,0.0636928,0.0221184,0.0359424,1,SEQREDUCE_ROWBALANCE
bp_1600.mtx,822,822,4841,0.00716459,20,0.0177152,0.0173056,0.0059392,0.0059392,0.0067584,0.0165888,0.0129024,2,PARREDUCE_ROWBALANCE
watt_1.mtx,1856,1856,11360,0.00329779,20,0.019968,0.0044032,0.0067584,0.009728,0.0074752,0.0054272,0.0136192,1,SEQREDUCE_ROWBALANCE
lshp3466.mtx,3466,3466,13681,0.00113883,20,0.0172032,0.0045056,0.0083968,0.0140288,0.0075776,0.0055296,0.0119808,1,SEQREDUCE_ROWBALANCE
rdb1250l.mtx,1250,1250,7300,0.004672,20,0.016384,0.004096,0.005632,0.0074752,0.006656,0.0048128,0.0116736,1,SEQREDUCE_ROWBALANCE
bcspwr03.mtx,118,118,297,0.0213301,20,0.0140288,0.0039936,0.0038912,0.0045056,0.0053248,0.004096,0.009728,2,PARREDUCE_ROWBALANCE
lp_osa_60.mtx,10280,243246,1408073,0.000563101,20,0.166605,17.3353,2.33329,0.536269,0.36823,12.0795,0.159539,6,ROWCACHING_NNZBALANCE
dwt_503.mtx,503,503,3265,0.0129047,20,0.0154624,0.0050176,0.004096,0.0055296,0.0062464,0.0044032,0.0109568,2,PARREDUCE_ROWBALANCE
wa2010.mtx,195574,195574,473716,1.2385e-05,20,0.129434,0.0534528,0.357478,0.566579,0.152371,0.0924672,0.046592,6,ROWCACHING_NNZBALANCE
oscil_dcop_48.mtx,430,430,1544,0.00835046,20,0.0165888,0.0044032,0.0039936,0.00512,0.0059392,0.004096,0.0121856,2,PARREDUCE_ROWBALANCE
lp_80bau3b.mtx,2262,12061,23264,0.000852724,20,0.0188416,0.0098304,0.0079872,0.013824,0.0082944,0.0090112,0.0140288,2,PARREDUCE_ROWBALANCE
lshp1561.mtx,1561,1561,6121,0.00251198,20,0.0156672,0.0043008,0.0053248,0.00768,0.0068608,0.004608,0.0113664,1,SEQREDUCE_ROWBALANCE
lp_scagr7.mtx,129,185,465,0.0194846,20,0.0152576,0.004608,0.0038912,0.004608,0.0054272,0.004096,0.0099328,2,PARREDUCE_ROWBALANCE
rgg_n_2_16_s0.mtx,65536,65536,342127,7.96576e-05,20,0.0571392,0.0165888,0.0958464,0.248627,0.0744448,0.031744,0.0288768,1,SEQREDUCE_ROWBALANCE
bwm200.mtx,200,200,796,0.0199,20,0.0144384,0.0039936,0.0038912,0.0047104,0.005632,0.0039936,0.0104448,2,PARREDUCE_ROWBALANCE
cavity23.mtx,4562,4562,138187,0.00663983,20,0.024576,0.0084992,0.0137216,0.0504832,0.0219136,0.0098304,0.0151552,1,SEQREDUCE_ROWBALANCE
GL7d18.mtx,1955309,1548650,35590540,1.17535e-05,20,5.57537,2.8713,6.42642,19.88,7.16708,2.71165,4.96271,5,ROWCACHING_ROWBALANCE
can_229.mtx,229,229,1003,0.0191263,20,0.0141312,0.0041984,0.0037888,0.0049152,0.005632,0.0039936,0.01024,2,PARREDUCE_ROWBALANCE
aug2d.mtx,29008,29008,38416,4.56538e-05,20,0.0288768,0.0063488,0.0449536,0.0744448,0.0227328,0.0190464,0.0128,1,SEQREDUCE_ROWBALANCE
epb3.mtx,84617,84617,463625,6.47518e-05,20,0.0715776,0.0202752,0.137933,0.329318,0.0992256,0.0684032,0.0356352,1,SEQREDUCE_ROWBALANCE
ca-AstroPh.mtx,18772,18772,198110,0.000562193,20,0.0326656,0.0324608,0.0338944,0.101478,0.0334848,0.0326656,0.0175104,6,ROWCACHING_NNZBALANCE
mbeacxc.mtx,496,496,49920,0.202914,20,0.018944,0.02816,0.0074752,0.0109568,0.0126976,0.0238592,0.0344064,2,PARREDUCE_ROWBALANCE
dwa512.mtx,512,512,2480,0.00946045,20,0.0156672,0.0041984,0.0043008,0.0052224,0.0065536,0.0041984,0.0105472,1,SEQREDUCE_ROWBALANCE
adder_dcop_46.mtx,1813,1813,11246,0.00342139,20,0.0180224,0.0678912,0.0123904,0.0124928,0.007168,0.0641024,0.0136192,4,PARREDUCE_NNZBALANCE
fpga_dcop_08.mtx,1220,1220,5888,0.00395593,20,0.0200704,0.0055296,0.0057344,0.0070656,0.0074752,0.0057344,0.0139264,1,SEQREDUCE_ROWBALANCE
cage11.mtx,39082,39082,559722,0.000366453,20,0.0632832,0.0190464,0.0758784,0.259482,0.0886784,0.0345088,0.0401408,1,SEQREDUCE_ROWBALANCE
co5.mtx,5774,12325,57993,0.000814914,20,0.0217088,0.027648,0.0155648,0.0360448,0.0146432,0.0254976,0.0144384,6,ROWCACHING_NNZBALANCE
nos5.mtx,468,468,2820,0.0128753,20,0.0157696,0.0053248,0.004096,0.0052224,0.0062464,0.0041984,0.0114688,2,PARREDUCE_ROWBALANCE
G21.mtx,800,800,4667,0.00729219,20,0.0162816,0.0098304,0.0055296,0.0063488,0.0067584,0.0083968,0.0131072,2,PARREDUCE_ROWBALANCE
conf5_0-4x4-18.mtx,3072,3072,119808,0.0126953,20,0.0257024,3.80467,0.455885,0.166912,0.101683,3.07804,0.0218112,6,ROWCACHING_NNZBALANCE
xenon2.mtx,157464,157464,3866688,0.000155947,20,0.399053,0.131072,0.444518,1.78627,0.625869,0.140902,0.300544,1,SEQREDUCE_ROWBALANCE
c-big.mtx,345241,345241,1343126,1.12687e-05,20,0.278733,0.632013,0.733491,1.30499,0.38359,0.567706,0.182784,6,ROWCACHING_NNZBALANCE
bcsstk28.mtx,4410,4410,111717,0.00574437,20,0.0219136,0.0082944,0.0114688,0.0428032,0.0181248,0.0095232,0.0146432,1,SEQREDUCE_ROWBALANCE
rw5151.mtx,5151,5151,20199,0.000761284,20,0.0187392,0.0045056,0.0119808,0.0193536,0.0099328,0.0073728,0.0131072,1,SEQREDUCE_ROWBALANCE
cz20468.mtx,20468,20468,206076,0.0004919,20,0.033792,0.0110592,0.0377856,0.107315,0.0356352,0.0196608,0.0188416,1,SEQREDUCE_ROWBALANCE
adder_trans_02.mtx,1814,1814,14579,0.0044305,20,0.0176128,0.0676864,0.0128,0.0121856,0.0078848,0.0657408,0.0132096,4,PARREDUCE_NNZBALANCE
viscoplastic1.mtx,4326,4326,61166,0.00326841,20,0.0187392,0.0070656,0.0115712,0.0284672,0.0137216,0.0080896,0.0135168,1,SEQREDUCE_ROWBALANCE
soc-Slashdot0902.mtx,82168,82168,948464,0.00014048,20,0.106394,0.138342,0.156058,0.508928,0.155034,0.141107,0.066048,6,ROWCACHING_NNZBALANCE
f855_mat9.mtx,2456,2511,171214,0.0277629,20,0.025088,0.0135168,0.011776,0.0287744,0.0224256,0.012288,0.0305152,2,PARREDUCE_ROWBALANCE
LFAT5000.mtx,19994,19994,49980,0.000125025,20,0.0236544,0.0062464,0.0319488,0.0592896,0.0178176,0.0134144,0.0124928,1,SEQREDUCE_ROWBALANCE
TSOPF_RS_b300_c2.mtx,28338,28338,2943887,0.00366592,20,0.220262,0.0802816,0.111309,0.380314,0.289792,0.0943104,0.182989,1,SEQREDUCE_ROWBALANCE
PGPgiantcompo.mtx,10680,10680,24316,0.000213182,20,0.0223232,0.0130048,0.01792,0.0320512,0.0104448,0.0142336,0.0142336,4,PARREDUCE_NNZBALANCE
n4c6-b12.mtx,25605,69235,332865,0.000187766,20,0.0439296,0.012288,0.0492544,0.157594,0.0548864,0.0238592,0.0273408,1,SEQREDUCE_ROWBALANCE
bcspwr04.mtx,274,274,943,0.0125606,20,0.0157696,0.0047104,0.0037888,0.0049152,0.0058368,0.0041984,0.0115712,2,PARREDUCE_ROWBALANCE
cavity09.mtx,1182,1182,32747,0.0234389,20,0.017408,0.0070656,0.0065536,0.0145408,0.0084992,0.0062464,0.0134144,5,ROWCACHING_ROWBALANCE
n3c6-b1.mtx,105,105,210,0.0190476,20,0.014336,0.003584,0.0038912,0.004608,0.0053248,0.004096,0.008192,1,SEQREDUCE_ROWBALANCE
fpga_dcop_29.mtx,1220,1220,5892,0.00395861,20,0.0196608,0.0054272,0.005632,0.0068608,0.0072704,0.0058368,0.0137216,1,SEQREDUCE_ROWBALANCE
west0497.mtx,497,497,1727,0.00699165,20,0.016896,0.0050176,0.0044032,0.00512,0.006656,0.0045056,0.0116736,2,PARREDUCE_ROWBALANCE
lp_sctap3.mtx,1480,3340,9734,0.00196917,20,0.0181248,0.0062464,0.0058368,0.0084992,0.0070656,0.0050176,0.0137216,5,ROWCACHING_ROWBALANCE
photogrammetry.mtx,1388,390,11816,0.0218281,20,0.0161792,0.0048128,0.0058368,0.0090112,0.0067584,0.0048128,0.011264,1,SEQREDUCE_ROWBALANCE
pkustk08.mtx,22209,22209,1624440,0.00329341,20,0.12073,0.0556032,0.0646144,0.248832,0.164557,0.058368,0.100352,1,SEQREDUCE_ROWBALANCE
GL7d22.mtx,349443,822922,8251000,2.86927e-05,20,1.24826,0.538624,1.19736,4.09672,1.48419,0.513331,1.03465,5,ROWCACHING_ROWBALANCE
ex6.mtx,1651,1651,49533,0.0181719,20,0.01792,0.0070656,0.007168,0.0198656,0.0116736,0.0064512,0.0132096,5,ROWCACHING_ROWBALANCE
great-britain_osm.mtx,7733822,7733822,8156517,1.36369e-07,20,1.78913,1.64014,14.4172,20.1772,5.08723,3.40787,1.80367,1,SEQREDUCE_ROWBALANCE
Maragal_3.mtx,1690,860,18391,0.0126538,20,0.0180224,0.0257024,0.0079872,0.0134144,0.0082944,0.02304,0.0137216,2,PARREDUCE_ROWBALANCE
HEP-th.mtx,27240,27240,342437,0.000461494,20,0.0576512,0.041984,0.0544768,0.164454,0.05632,0.0474112,0.0278528,6,ROWCACHING_NNZBALANCE
adder_dcop_03.mtx,1813,1813,11148,0.00339157,20,0.0180224,0.06656,0.012288,0.0121856,0.0074752,0.064,0.0134144,4,PARREDUCE_NNZBALANCE
rdist3a.mtx,2398,2398,61896,0.0107638,20,0.022016,0.0091136,0.0088064,0.0253952,0.0131072,0.0089088,0.0137216,2,PARREDUCE_ROWBALANCE
lshp_577.mtx,577,577,2233,0.00670714,20,0.0151552,0.0044032,0.004096,0.0054272,0.0064512,0.004096,0.0103424,2,PARREDUCE_ROWBALANCE
ABACUS_shell_ld.mtx,23412,23412,0,0,20,0.0096256,0.0045056,0.0292864,0.0500736,0.0110592,0.00512,0.0045056,1,SEQREDUCE_ROWBALANCE
klein-b1.mtx,30,10,60,0.2,20,0.0129024,0.0036864,0.0036864,0.0038912,0.004608,0.0038912,0.0079872,1,SEQREDUCE_ROWBALANCE
lp_sc50a.mtx,50,78,160,0.0410256,20,0.0144384,0.0038912,0.0036864,0.0041984,0.0050176,0.0038912,0.009728,2,PARREDUCE_ROWBALANCE
t3dh.mtx,79171,79171,2215638,0.000353481,20,0.200909,0.0695296,0.199373,0.935014,0.288461,0.0754688,0.136397,1,SEQREDUCE_ROWBALANCE
para-4.mtx,153226,153226,5326228,0.000226858,20,0.560538,0.663859,0.539034,1.57041,0.825139,0.56105,0.436429,6,ROWCACHING_NNZBALANCE
bcsstk03.mtx,112,112,376,0.0299745,20,0.0137216,0.0039936,0.0036864,0.0045056,0.0052224,0.0038912,0.0099328,2,PARREDUCE_ROWBALANCE
cage10.mtx,11397,11397,150645,0.00115977,20,0.0282624,0.0090112,0.0243712,0.0700416,0.0265216,0.0130048,0.0155648,1,SEQREDUCE_ROWBALANCE
n4c6-b7.mtx,163215,104115,1305720,7.68381e-05,20,0.182272,0.0580608,0.416256,0.908493,0.272179,0.133325,0.117043,1,SEQREDUCE_ROWBALANCE
lp_stocfor2.mtx,2157,3045,9357,0.00142462,20,0.0186368,0.0048128,0.0070656,0.0099328,0.0077824,0.005632,0.0132096,1,SEQREDUCE_ROWBALANCE
RFdevice.mtx,74104,74104,0,0,20,0.0241664,0.0080896,0.0858112,0.153293,0.0299008,0.01024,0.0094208,1,SEQREDUCE_ROWBALANCE
lp_stair.mtx,356,614,4003,0.0183133,20,0.0160768,0.005632,0.004096,0.0053248,0.0060416,0.00512,0.0119808,2,PARREDUCE_ROWBALANCE
af_1_k101.mtx,503625,503625,9027150,3.55907e-05,20,0.786944,0.274842,1.15753,4.53028,1.46248,0.424448,0.628019,1,SEQREDUCE_ROWBALANCE
lpi_refinery.mtx,323,464,1626,0.0108493,20,0.0173056,0.0045056,0.0041984,0.0052224,0.0059392,0.0041984,0.0124928,2,PARREDUCE_ROWBALANCE
flowmeter0.mtx,9669,9669,38530,0.000412132,20,0.0203776,0.0052224,0.0171008,0.0340992,0.0116736,0.008704,0.0126976,1,SEQREDUCE_ROWBALANCE
lhr14c.mtx,14270,14270,307858,0.00151183,20,0.038912,0.0172032,0.0320512,0.122675,0.0427008,0.0207872,0.0244736,1,SEQREDUCE_ROWBALANCE
2D_54019_highK.mtx,54019,54019,996414,0.000341465,20,0.093184,0.0956416,0.10537,0.433971,0.141107,0.11008,0.062976,6,ROWCACHING_NNZBALANCE
bibd_81_3.mtx,3240,85320,255960,0.000925926,20,0.0324608,0.0131072,0.0160768,0.0408576,0.0325632,0.0125952,0.0349184,5,ROWCACHING_ROWBALANCE
lhr07c.mtx,7337,7337,156508,0.00290736,20,0.027648,0.0139264,0.018432,0.061952,0.024064,0.0132096,0.0155648,5,ROWCACHING_ROWBALANCE
nasa2146.mtx,2146,2146,37198,0.00807719,20,0.0176128,0.0054272,0.007168,0.0169984,0.008704,0.0063488,0.0126976,1,SEQREDUCE_ROWBALANCE
mycielskian17.mtx,98303,98303,50122871,0.00518683,20,4.13624,5.8537,2.12695,3.96954,5.73655,4.30991,3.62158,2,PARREDUCE_ROWBALANCE
Trec8.mtx,23,84,549,0.284162,20,0.0139264,0.0054272,0.0041984,0.0039936,0.0050176,0.0050176,0.0104448,3,SEQREDUCE_NNZBALANCE
cz628.mtx,628,628,6346,0.0160909,20,0.0161792,0.0053248,0.004608,0.0060416,0.0065536,0.0048128,0.0119808,2,PARREDUCE_ROWBALANCE
adder_dcop_63.mtx,1813,1813,11246,0.00342139,20,0.0181248,0.0677888,0.0124928,0.0123904,0.0070656,0.0641024,0.0134144,4,PARREDUCE_NNZBALANCE
fpga_dcop_14.mtx,1220,1220,5892,0.00395861,20,0.0197632,0.0055296,0.005632,0.0070656,0.0073728,0.0057344,0.0137216,1,SEQREDUCE_ROWBALANCE
brack2.mtx,62631,62631,366559,9.3447e-05,20,0.0570368,0.0169984,0.0923648,0.250368,0.0730112,0.0320512,0.0282624,1,SEQREDUCE_ROWBALANCE
net100.mtx,29920,29920,1031560,0.00115232,20,0.0881664,0.0354304,0.0605184,0.246682,0.118579,0.0374784,0.0663552,1,SEQREDUCE_ROWBALANCE
invextr1_new.mtx,30412,30412,1793881,0.00193956,20,0.13783,0.0510976,0.0950272,0.383386,0.203571,0.0587776,0.104755,1,SEQREDUCE_ROWBALANCE
can_838.mtx,838,838,5424,0.00772381,20,0.016384,0.00512,0.004608,0.006144,0.006656,0.004608,0.0129024,2,PARREDUCE_ROWBALANCE
shipsec8.mtx,114919,114919,3384159,0.000256252,20,0.329523,0.0982016,0.300749,1.47548,0.485786,0.116531,0.233472,1,SEQREDUCE_ROWBALANCE
grid2_dual.mtx,3136,3136,6112,0.000621486,20,0.0185344,0.0045056,0.0075776,0.0110592,0.0072704,0.0048128,0.013312,1,SEQREDUCE_ROWBALANCE
fpga_dcop_30.mtx,1220,1220,5892,0.00395861,20,0.0197632,0.0054272,0.005632,0.0068608,0.0072704,0.0058368,0.0136192,1,SEQREDUCE_ROWBALANCE
nos2.mtx,957,957,2547,0.00278103,20,0.0152576,0.0041984,0.0045056,0.005632,0.006656,0.0041984,0.010752,1,SEQREDUCE_ROWBALANCE
flower_4_4.mtx,1837,5529,16466,0.00162118,20,0.0173056,0.0049152,0.0068608,0.0110592,0.0088064,0.0053248,0.0132096,1,SEQREDUCE_ROWBALANCE
ca2010.mtx,710145,710145,1744683,3.45957e-06,20,0.358093,0.195789,1.35629,2.2656,0.604979,0.329011,0.265523,1,SEQREDUCE_ROWBALANCE
cont-201.mtx,80595,80595,239596,3.68862e-05,20,0.0567296,0.013824,0.113152,0.247194,0.06656,0.0380928,0.0269312,1,SEQREDUCE_ROWBALANCE
TSOPF_RS_b300_c3.mtx,42138,42138,4413449,0.00248559,20,0.341606,0.119194,0.183808,0.585216,0.455782,0.137933,0.296038,1,SEQREDUCE_ROWBALANCE
relat7b.mtx,21924,1045,81355,0.00355098,20,0.0257024,0.0067584,0.0377856,0.0726016,0.0244736,0.0192512,0.0132096,1,SEQREDUCE_ROWBALANCE
bibd_9_3.mtx,36,84,252,0.0833333,20,0.0144384,0.004096,0.0036864,0.004096,0.0049152,0.0039936,0.0089088,2,PARREDUCE_ROWBALANCE
rel3.mtx,12,5,18,0.3,20,0.0110592,0.0031744,0.003584,0.0036864,0.0043008,0.003584,0.0075776,1,SEQREDUCE_ROWBALANCE
fd12.mtx,7500,7500,28462,0.000505991,20,0.0223232,0.004608,0.0156672,0.0267264,0.0118784,0.0093184,0.0139264,1,SEQREDUCE_ROWBALANCE
scsd8-2r.mtx,8650,60550,190210,0.000363164,20,0.0288768,0.009728,0.019456,0.0741376,0.0290816,0.010752,0.0172032,1,SEQREDUCE_ROWBALANCE
atmosmodd.mtx,1270432,1270432,8814880,5.46152e-06,20,1.1518,0.534016,3.24096,6.57981,2.01533,0.994304,0.994304,1,SEQREDUCE_ROWBALANCE
c-36.mtx,7479,7479,36710,0.000656292,20,0.0212992,0.0365568,0.0144384,0.03328,0.0109568,0.0336896,0.0145408,4,PARREDUCE_NNZBALANCE
Erdos02.mtx,6927,6927,8472,0.000176561,20,0.018944,0.0073728,0.011264,0.0197632,0.0075776,0.0063488,0.0140288,5,ROWCACHING_ROWBALANCE
world.mtx,34506,67147,198883,8.58374e-05,20,0.0400384,0.027648,0.063488,0.136602,0.0444416,0.04608,0.0196608,6,ROWCACHING_NNZBALANCE
wikipedia-20060925.mtx,2983494,2983494,37269096,4.18696e-06,20,5.31958,3.64493,9.11862,24.1806,7.72659,3.64267,4.81987,5,ROWCACHING_ROWBALANCE
oscil_dcop_54.mtx,430,430,1544,0.00835046,20,0.0169984,0.004608,0.004096,0.0053248,0.0060416,0.0043008,0.012288,2,PARREDUCE_ROWBALANCE
oscil_dcop_40.mtx,430,430,1544,0.00835046,20,0.016896,0.0044032,0.0041984,0.00512,0.006144,0.004096,0.0123904,5,ROWCACHING_ROWBALANCE
662_bus.mtx,662,662,1568,0.00357792,20,0.0171008,0.0045056,0.0041984,0.0052224,0.0064512,0.0043008,0.0126976,2,PARREDUCE_ROWBALANCE
Freescale2.mtx,2999349,2999349,23042677,2.56141e-06,20,2.87478,4.08545,7.81445,18.2062,5.45167,3.88823,2.60762,6,ROWCACHING_NNZBALANCE
Si34H36.mtx,97569,97569,2626974,0.000275951,20,0.259379,0.119501,0.257434,1.28102,0.377549,0.120832,0.189235,1,SEQREDUCE_ROWBALANCE
fs_680_2.mtx,680,680,2646,0.00572232,20,0.017408,0.0039936,0.0044032,0.0054272,0.0067584,0.0041984,0.0129024,1,SEQREDUCE_ROWBALANCE
G28.mtx,2000,2000,19990,0.0049975,20,0.0175104,0.0058368,0.0067584,0.0121856,0.0082944,0.0055296,0.0137216,5,ROWCACHING_ROWBALANCE
rajat25.mtx,87190,87190,607235,7.98773e-05,20,0.0858112,1.45951,0.304026,0.469504,0.132301,1.3698,0.0441344,6,ROWCACHING_NNZBALANCE
n2c6-b8.mtx,1470,3990,13230,0.00225564,20,0.016896,0.0041984,0.0060416,0.0093184,0.0072704,0.0048128,0.0131072,1,SEQREDUCE_ROWBALANCE
YaleB_10NN.mtx,2414,2414,17404,0.00298658,20,0.017408,0.0067584,0.0070656,0.0125952,0.008192,0.0060416,0.0135168,5,ROWCACHING_ROWBALANCE
rosen7.mtx,264,776,8034,0.0392163,20,0.0157696,0.0274432,0.0063488,0.012288,0.006144,0.0219136,0.0129024,4,PARREDUCE_NNZBALANCE
IG5-7.mtx,62,150,549,0.0590323,20,0.0135168,0.0047104,0.0039936,0.0047104,0.00512,0.004096,0.0099328,2,PARREDUCE_ROWBALANCE
lp_nug05.mtx,210,225,1050,0.0222222,20,0.0156672,0.0038912,0.0037888,0.0048128,0.0058368,0.004096,0.0118784,2,PARREDUCE_ROWBALANCE
ex2.mtx,441,441,13640,0.0701354,20,0.0166912,0.0094208,0.00512,0.0091136,0.0064512,0.0084992,0.0129024,2,PARREDUCE_ROWBALANCE
rkat7_mat5.mtx,694,738,38114,0.0744164,20,0.016896,0.01024,0.0062464,0.0111616,0.009728,0.0095232,0.021504,2,PARREDUCE_ROWBALANCE
watt_2.mtx,1856,1856,11550,0.00335294,20,0.0198656,0.0091136,0.0067584,0.0098304,0.0072704,0.0088064,0.0131072,2,PARREDUCE_ROWBALANCE
rajat20.mtx,86916,86916,605045,8.00918e-05,20,0.086016,1.40902,0.303309,0.468582,0.132096,1.36653,0.0443392,6,ROWCACHING_NNZBALANCE
