filename,nrow,ncol,nnz,sparsity,N(B),cusparse,SEQREDUCE_ROWBALANCE,PARREDUCE_ROWBALANCE,SEQREDUCE_NNZBALANCE,PARREDUCE_NNZBALANCE,ROWCACHING_ROWBALANCE,ROWCACHING_NNZBALANCE,THE_BEST_ALG_INDEX,THE_BEST_ALG_NAME
aug2dc.mtx,30200,30200,40000,4.38577e-05,1024,0.193946,0.279757,2.51279,3.46808,1.07018,0.242688,0.164454,6,ROWCACHING_NNZBALANCE
mycielskian9.mtx,383,383,7271,0.0495675,1024,0.0196608,0.0208896,0.0425984,0.108646,0.0418816,0.0259072,0.019456,6,ROWCACHING_NNZBALANCE
id2010.mtx,149842,149842,364132,1.62178e-05,1024,0.942182,1.3611,13.4318,20.103,6.46687,1.05441,0.764314,6,ROWCACHING_NNZBALANCE
c8_mat11.mtx,4562,5761,2462970,0.0937143,1024,1.89501,2.18276,4.87854,6.17462,11.1391,1.35004,2.02557,5,ROWCACHING_ROWBALANCE
G3_circuit.mtx,1585478,1585478,4623152,1.83915e-06,1024,13.1834,16.902,162.035,236.757,79.3218,14.0439,12.5028,6,ROWCACHING_NNZBALANCE
model3.mtx,1609,4578,23974,0.00325468,1024,0.0438272,0.0425984,0.185856,0.418099,0.159232,0.0497664,0.0362496,6,ROWCACHING_NNZBALANCE
ASIC_680k.mtx,682862,682862,3871773,8.30317e-06,1024,10.1729,58.126,88.1973,155.439,78.1824,124.195,10.1371,6,ROWCACHING_NNZBALANCE
olafu.mtx,16146,16146,515651,0.001978,1024,0.451072,0.515789,1.98769,8.38287,3.01107,0.258355,0.364544,5,ROWCACHING_ROWBALANCE
bp_1600.mtx,822,822,4841,0.00716459,1024,0.0208896,0.025088,0.069632,0.133632,0.0443392,0.0468992,0.0188416,6,ROWCACHING_NNZBALANCE
watt_1.mtx,1856,1856,11360,0.00329779,1024,0.0280576,0.0212992,0.148787,0.304435,0.0979968,0.0248832,0.0248832,1,SEQREDUCE_ROWBALANCE
lshp3466.mtx,3466,3466,13681,0.00113883,1024,0.0305152,0.0297984,0.249958,0.492032,0.134042,0.029184,0.0243712,6,ROWCACHING_NNZBALANCE
rdb1250l.mtx,1250,1250,7300,0.004672,1024,0.0211968,0.0149504,0.100147,0.199373,0.0648192,0.0180224,0.0195584,1,SEQREDUCE_ROWBALANCE
bcspwr03.mtx,118,118,297,0.0213301,1024,0.0151552,0.004608,0.0116736,0.016896,0.0090112,0.0058368,0.0134144,1,SEQREDUCE_ROWBALANCE
lp_osa_60.mtx,10280,243246,1408073,0.000563101,1024,3.6351,22.5415,6.87596,12.7286,19.6243,54.4094,3.36486,6,ROWCACHING_NNZBALANCE
dwt_503.mtx,503,503,3265,0.0129047,1024,0.017408,0.0088064,0.0421888,0.0822272,0.0287744,0.009728,0.0161792,1,SEQREDUCE_ROWBALANCE
wa2010.mtx,195574,195574,473716,1.2385e-05,1024,1.26904,1.82272,18.2212,26.4141,8.72028,1.36489,1.09957,6,ROWCACHING_NNZBALANCE
oscil_dcop_48.mtx,430,430,1544,0.00835046,1024,0.0183296,0.0065536,0.0360448,0.0587776,0.0212992,0.0089088,0.0200704,1,SEQREDUCE_ROWBALANCE
lp_80bau3b.mtx,2262,12061,23264,0.000852724,1024,0.0695296,0.060416,0.2816,0.484864,0.186266,0.0643072,0.0703488,1,SEQREDUCE_ROWBALANCE
lshp1561.mtx,1561,1561,6121,0.00251198,1024,0.020992,0.0145408,0.113254,0.217805,0.0612352,0.0161792,0.017408,1,SEQREDUCE_ROWBALANCE
lp_scagr7.mtx,129,185,465,0.0194846,1024,0.015872,0.0048128,0.0134144,0.0191488,0.01024,0.006144,0.0135168,1,SEQREDUCE_ROWBALANCE
rgg_n_2_16_s0.mtx,65536,65536,342127,7.96576e-05,1024,0.561459,0.75008,5.55889,11.3698,3.8187,0.510464,0.424653,6,ROWCACHING_NNZBALANCE
bwm200.mtx,200,200,796,0.0199,1024,0.0157696,0.0048128,0.0187392,0.0289792,0.0129024,0.006144,0.0149504,1,SEQREDUCE_ROWBALANCE
cavity23.mtx,4562,4562,138187,0.00663983,1024,0.132403,0.142643,0.636314,2.09664,0.810189,0.0898048,0.103322,5,ROWCACHING_ROWBALANCE
GL7d18.mtx,1955309,1548650,35590540,1.17535e-05,1024,106.38,102.175,308.187,848.444,348.713,94.5929,103.937,5,ROWCACHING_ROWBALANCE
can_229.mtx,229,229,1003,0.0191263,1024,0.0150528,0.0057344,0.019456,0.0334848,0.0139264,0.006656,0.0123904,1,SEQREDUCE_ROWBALANCE
aug2d.mtx,29008,29008,38416,4.56538e-05,1024,0.18432,0.27433,2.41091,3.3196,1.04028,0.232141,0.16087,6,ROWCACHING_NNZBALANCE
epb3.mtx,84617,84617,463625,6.47518e-05,1024,0.8064,1.29311,9.74827,15.3222,5.65678,0.943923,0.88105,0,CuSparse
ca-AstroPh.mtx,18772,18772,198110,0.000562193,1024,0.274432,0.330752,1.741,4.51604,1.59826,0.266957,0.214835,6,ROWCACHING_NNZBALANCE
mbeacxc.mtx,496,496,49920,0.202914,1024,0.0493568,0.072704,0.132506,0.225485,0.219341,0.0751616,0.0712704,0,CuSparse
dwa512.mtx,512,512,2480,0.00946045,1024,0.01792,0.0079872,0.0427008,0.0756736,0.0262144,0.0099328,0.0157696,1,SEQREDUCE_ROWBALANCE
adder_dcop_46.mtx,1813,1813,11246,0.00342139,1024,0.0257024,0.0886784,0.158413,0.306176,0.0961536,0.175616,0.0241664,6,ROWCACHING_NNZBALANCE
fpga_dcop_08.mtx,1220,1220,5888,0.00395593,1024,0.0243712,0.0145408,0.0975872,0.181248,0.0577536,0.0210944,0.0219136,1,SEQREDUCE_ROWBALANCE
cage11.mtx,39082,39082,559722,0.000366453,1024,0.711066,0.841114,4.51799,11.7856,4.46925,0.531149,0.60928,5,ROWCACHING_ROWBALANCE
co5.mtx,5774,12325,57993,0.000814914,1024,0.108851,0.140595,0.695194,1.31297,0.461926,0.162099,0.10793,6,ROWCACHING_NNZBALANCE
nos5.mtx,468,468,2820,0.0128753,1024,0.0178176,0.0083968,0.0385024,0.0746496,0.0262144,0.0095232,0.016896,1,SEQREDUCE_ROWBALANCE
G21.mtx,800,800,4667,0.00729219,1024,0.019968,0.0155648,0.0605184,0.126464,0.0397312,0.022528,0.0187392,1,SEQREDUCE_ROWBALANCE
conf5_0-4x4-18.mtx,3072,3072,119808,0.0126953,1024,0.229478,4.68634,0.6656,2.91676,4.15918,5.31005,0.146637,6,ROWCACHING_NNZBALANCE
xenon2.mtx,157464,157464,3866688,0.000155947,1024,3.7847,4.84475,22.7923,76.3081,30.1646,2.31066,3.4433,5,ROWCACHING_ROWBALANCE
c-big.mtx,345241,345241,1343126,1.12687e-05,1024,3.84614,4.86267,36.5182,56.0605,20.1367,5.26694,3.78266,6,ROWCACHING_NNZBALANCE
bcsstk28.mtx,4410,4410,111717,0.00574437,1024,0.107622,0.112742,0.515789,1.74961,0.60887,0.064,0.0734208,5,ROWCACHING_ROWBALANCE
rw5151.mtx,5151,5151,20199,0.000761284,1024,0.0689152,0.0574464,0.527565,0.740864,0.228659,0.0644096,0.057856,1,SEQREDUCE_ROWBALANCE
cz20468.mtx,20468,20468,206076,0.0004919,1024,0.275763,0.361984,2.20539,4.80369,1.78565,0.24617,0.217805,6,ROWCACHING_NNZBALANCE
adder_trans_02.mtx,1814,1814,14579,0.0044305,1024,0.027648,0.094208,0.16384,0.346522,0.11223,0.174387,0.0259072,6,ROWCACHING_NNZBALANCE
viscoplastic1.mtx,4326,4326,61166,0.00326841,1024,0.0769024,0.0772096,0.439091,1.1433,0.418099,0.0648192,0.067584,5,ROWCACHING_ROWBALANCE
soc-Slashdot0902.mtx,82168,82168,948464,0.00014048,1024,1.43759,1.77633,10.3952,23.0485,8.4866,1.79528,1.31594,6,ROWCACHING_NNZBALANCE
f855_mat9.mtx,2456,2511,171214,0.0277629,1024,0.121344,0.150938,0.469914,1.05615,0.814592,0.094208,0.129536,5,ROWCACHING_ROWBALANCE
LFAT5000.mtx,19994,19994,49980,0.000125025,1024,0.148378,0.214733,1.70803,2.60178,0.807731,0.162714,0.132301,6,ROWCACHING_NNZBALANCE
TSOPF_RS_b300_c2.mtx,28338,28338,2943887,0.00366592,1024,2.16586,2.63066,8.36485,16.3652,16.3083,1.37871,2.15747,5,ROWCACHING_ROWBALANCE
PGPgiantcompo.mtx,10680,10680,24316,0.000213182,1024,0.0933888,0.0978944,0.84183,1.33581,0.397005,0.101888,0.0722944,6,ROWCACHING_NNZBALANCE
n4c6-b12.mtx,25605,69235,332865,0.000187766,1024,0.548454,0.612352,3.18935,7.14168,2.81385,0.454451,0.54528,5,ROWCACHING_ROWBALANCE
bcspwr04.mtx,274,274,943,0.0125606,1024,0.016896,0.0057344,0.0228352,0.0375808,0.01536,0.0072704,0.0165888,1,SEQREDUCE_ROWBALANCE
cavity09.mtx,1182,1182,32747,0.0234389,1024,0.035328,0.0352256,0.142336,0.459981,0.176538,0.0259072,0.0303104,5,ROWCACHING_ROWBALANCE
n3c6-b1.mtx,105,105,210,0.0190476,1024,0.0155648,0.0039936,0.0113664,0.0146432,0.0090112,0.0057344,0.0106496,1,SEQREDUCE_ROWBALANCE
fpga_dcop_29.mtx,1220,1220,5892,0.00395861,1024,0.0242688,0.0145408,0.0974848,0.18135,0.0576512,0.020992,0.0218112,1,SEQREDUCE_ROWBALANCE
west0497.mtx,497,497,1727,0.00699165,1024,0.018432,0.0077824,0.0411648,0.0668672,0.0236544,0.0104448,0.017408,1,SEQREDUCE_ROWBALANCE
lp_sctap3.mtx,1480,3340,9734,0.00196917,1024,0.0251904,0.0187392,0.121856,0.24873,0.0845824,0.0226304,0.0229376,1,SEQREDUCE_ROWBALANCE
photogrammetry.mtx,1388,390,11816,0.0218281,1024,0.0227328,0.0196608,0.115507,0.26153,0.0904192,0.0192512,0.0197632,5,ROWCACHING_ROWBALANCE
pkustk08.mtx,22209,22209,1624440,0.00329341,1024,1.39028,1.4974,4.43341,11.1239,8.53504,0.769843,1.20515,5,ROWCACHING_ROWBALANCE
GL7d22.mtx,349443,822922,8251000,2.86927e-05,1024,22.1748,22.2366,61.0216,172.109,75.1591,19.9028,21.8067,5,ROWCACHING_ROWBALANCE
ex6.mtx,1651,1651,49533,0.0181719,1024,0.046592,0.0502784,0.205926,0.69888,0.263373,0.0335872,0.0380928,5,ROWCACHING_ROWBALANCE
Maragal_3.mtx,1690,860,18391,0.0126538,1024,0.0333824,0.0443392,0.156774,0.38103,0.125542,0.072704,0.0254976,6,ROWCACHING_NNZBALANCE
HEP-th.mtx,27240,27240,342437,0.000461494,1024,0.446566,0.557261,2.90396,7.42676,2.76101,0.449843,0.373248,6,ROWCACHING_NNZBALANCE
adder_dcop_03.mtx,1813,1813,11148,0.00339157,1024,0.0256,0.090624,0.15831,0.304845,0.0960512,0.172851,0.0243712,6,ROWCACHING_NNZBALANCE
rdist3a.mtx,2398,2398,61896,0.0107638,1024,0.0592896,0.0641024,0.286618,0.929587,0.344166,0.0508928,0.0484352,6,ROWCACHING_NNZBALANCE
lshp_577.mtx,577,577,2233,0.00670714,1024,0.0173056,0.00768,0.046592,0.0796672,0.0257024,0.0106496,0.0139264,1,SEQREDUCE_ROWBALANCE
ABACUS_shell_ld.mtx,23412,23412,0,0,1024,0.055808,0.0918528,1.27642,2.22239,0.557158,0.0576512,0.0197632,6,ROWCACHING_NNZBALANCE
klein-b1.mtx,30,10,60,0.2,1024,0.0141312,0.0038912,0.0057344,0.0064512,0.0060416,0.0050176,0.0108544,1,SEQREDUCE_ROWBALANCE
lp_sc50a.mtx,50,78,160,0.0410256,1024,0.0162816,0.0041984,0.0074752,0.0090112,0.0072704,0.0053248,0.0139264,1,SEQREDUCE_ROWBALANCE
t3dh.mtx,79171,79171,2215638,0.000353481,1024,2.16146,2.31506,10.8798,40.9317,14.9252,1.1522,1.78391,5,ROWCACHING_ROWBALANCE
para-4.mtx,153226,153226,5326228,0.000226858,1024,5.98723,6.34767,27.4891,61.7995,38.6308,5.282,5.34538,5,ROWCACHING_ROWBALANCE
bcsstk03.mtx,112,112,376,0.0299745,1024,0.0147456,0.0044032,0.0114688,0.0169984,0.0091136,0.0052224,0.0118784,1,SEQREDUCE_ROWBALANCE
cage10.mtx,11397,11397,150645,0.00115977,1024,0.199782,0.230093,1.26966,3.05469,1.15384,0.153088,0.164352,5,ROWCACHING_ROWBALANCE
n4c6-b7.mtx,163215,104115,1305720,7.68381e-05,1024,2.07647,2.49876,20.2608,36.5158,13.6597,2.11476,1.903,6,ROWCACHING_NNZBALANCE
lp_stocfor2.mtx,2157,3045,9357,0.00142462,1024,0.0260096,0.0214016,0.170189,0.312422,0.0966656,0.0279552,0.0238592,1,SEQREDUCE_ROWBALANCE
RFdevice.mtx,74104,74104,0,0,1024,0.17111,0.335462,4.11617,7.02884,1.75882,0.190771,0.0572416,6,ROWCACHING_NNZBALANCE
lp_stair.mtx,356,614,4003,0.0183133,1024,0.0178176,0.009728,0.0352256,0.0739328,0.0308224,0.0116736,0.0166912,1,SEQREDUCE_ROWBALANCE
af_1_k101.mtx,503625,503625,9027150,3.55907e-05,1024,8.55624,10.9667,62.137,201.93,72.4162,6.53169,6.40246,6,ROWCACHING_NNZBALANCE
lpi_refinery.mtx,323,464,1626,0.0108493,1024,0.0191488,0.006656,0.0285696,0.0487424,0.0196608,0.0083968,0.018432,1,SEQREDUCE_ROWBALANCE
flowmeter0.mtx,9669,9669,38530,0.000412132,1024,0.0920576,0.107315,0.810701,1.41711,0.444211,0.0836608,0.0708608,6,ROWCACHING_NNZBALANCE
lhr14c.mtx,14270,14270,307858,0.00151183,1024,0.336179,0.386253,1.87361,5.46171,2.08148,0.236544,0.247706,5,ROWCACHING_ROWBALANCE
2D_54019_highK.mtx,54019,54019,996414,0.000341465,1024,0.956211,1.50374,6.88753,19.8697,7.62788,1.01868,0.86569,6,ROWCACHING_NNZBALANCE
bibd_81_3.mtx,3240,85320,255960,0.000925926,1024,0.431411,0.408064,0.929075,1.74582,1.4123,0.457114,0.555418,1,SEQREDUCE_ROWBALANCE
lhr07c.mtx,7337,7337,156508,0.00290736,1024,0.176538,0.186573,0.955187,2.65411,1.01376,0.12544,0.131277,5,ROWCACHING_ROWBALANCE
nasa2146.mtx,2146,2146,37198,0.00807719,1024,0.0403456,0.0390144,0.210022,0.620646,0.220672,0.0329728,0.0313344,6,ROWCACHING_NNZBALANCE
mycielskian17.mtx,98303,98303,50122871,0.00518683,1024,48.7726,60.8535,99.4354,147.132,288.323,49.5152,52.9746,0,CuSparse
Trec8.mtx,23,84,549,0.284162,1024,0.0145408,0.0060416,0.0067584,0.0093184,0.0080896,0.0070656,0.0136192,1,SEQREDUCE_ROWBALANCE
cz628.mtx,628,628,6346,0.0160909,1024,0.0193536,0.012288,0.0567296,0.12544,0.047104,0.0123904,0.017408,1,SEQREDUCE_ROWBALANCE
adder_dcop_63.mtx,1813,1813,11246,0.00342139,1024,0.0251904,0.0897024,0.15831,0.306176,0.0961536,0.177971,0.024064,6,ROWCACHING_NNZBALANCE
fpga_dcop_14.mtx,1220,1220,5892,0.00395861,1024,0.0242688,0.0144384,0.0975872,0.18135,0.057856,0.0208896,0.0217088,1,SEQREDUCE_ROWBALANCE
brack2.mtx,62631,62631,366559,9.3447e-05,1024,0.573747,0.813261,5.62278,11.4494,3.94045,0.490291,0.477901,6,ROWCACHING_NNZBALANCE
net100.mtx,29920,29920,1031560,0.00115232,1024,1.01929,1.05318,3.8272,10.8572,5.99194,0.653824,0.890982,5,ROWCACHING_ROWBALANCE
invextr1_new.mtx,30412,30412,1793881,0.00193956,1024,1.69861,1.85846,6.29361,17.0119,10.5509,0.93184,1.45562,5,ROWCACHING_ROWBALANCE
can_838.mtx,838,838,5424,0.00772381,1024,0.0197632,0.0116736,0.0657408,0.137933,0.0449536,0.0135168,0.0236544,1,SEQREDUCE_ROWBALANCE
shipsec8.mtx,114919,114919,3384159,0.000256252,1024,3.25243,3.47228,16.2827,63.3524,23.1874,1.80255,2.60096,5,ROWCACHING_ROWBALANCE
grid2_dual.mtx,3136,3136,6112,0.000621486,1024,0.0323584,0.0214016,0.219648,0.371712,0.0917504,0.0258048,0.0231424,1,SEQREDUCE_ROWBALANCE
fpga_dcop_30.mtx,1220,1220,5892,0.00395861,1024,0.0244736,0.0145408,0.0975872,0.18135,0.057856,0.0211968,0.0219136,1,SEQREDUCE_ROWBALANCE
nos2.mtx,957,957,2547,0.00278103,1024,0.0176128,0.0091136,0.06912,0.120115,0.0342016,0.0130048,0.0146432,1,SEQREDUCE_ROWBALANCE
flower_4_4.mtx,1837,5529,16466,0.00162118,1024,0.0459776,0.0384,0.208077,0.360653,0.131379,0.0323584,0.0370688,5,ROWCACHING_ROWBALANCE
ca2010.mtx,710145,710145,1744683,3.45957e-06,1024,5.03429,6.882,66.5001,98.5828,32.4382,5.13905,4.62572,6,ROWCACHING_NNZBALANCE
cont-201.mtx,80595,80595,239596,3.68862e-05,1024,0.63191,0.881562,7.22483,11.3974,3.7249,0.619622,0.573747,6,ROWCACHING_NNZBALANCE
TSOPF_RS_b300_c3.mtx,42138,42138,4413449,0.00248559,1024,3.27506,3.90052,12.5428,25.016,24.9055,2.03817,3.24116,5,ROWCACHING_ROWBALANCE
relat7b.mtx,21924,1045,81355,0.00355098,1024,0.143155,0.190669,1.75872,3.20174,1.03997,0.228045,0.131584,6,ROWCACHING_NNZBALANCE
bibd_9_3.mtx,36,84,252,0.0833333,1024,0.0152576,0.004608,0.0065536,0.0083968,0.0079872,0.0052224,0.011776,1,SEQREDUCE_ROWBALANCE
rel3.mtx,12,5,18,0.3,1024,0.0120832,0.0038912,0.0044032,0.004608,0.0054272,0.0048128,0.0098304,1,SEQREDUCE_ROWBALANCE
fd12.mtx,7500,7500,28462,0.000505991,1024,0.0886784,0.0979968,0.748851,1.07827,0.352154,0.0918528,0.095744,0,CuSparse
scsd8-2r.mtx,8650,60550,190210,0.000363164,1024,0.295117,0.269312,1.23156,3.26963,1.32127,0.208589,0.313242,5,ROWCACHING_ROWBALANCE
atmosmodd.mtx,1270432,1270432,8814880,5.46152e-06,1024,18.9673,25.9743,158.664,281.74,103.032,18.5501,18.6722,5,ROWCACHING_ROWBALANCE
c-36.mtx,7479,7479,36710,0.000656292,1024,0.090624,0.115814,0.680858,1.21467,0.351744,0.181146,0.0800768,6,ROWCACHING_NNZBALANCE
Erdos02.mtx,6927,6927,8472,0.000176561,1024,0.0566272,0.0456704,0.417178,0.765542,0.175411,0.0463872,0.030208,6,ROWCACHING_NNZBALANCE
world.mtx,34506,67147,198883,8.58374e-05,1024,0.448102,0.614502,3.9765,6.22357,2.31301,0.500326,0.444826,6,ROWCACHING_NNZBALANCE
oscil_dcop_54.mtx,430,430,1544,0.00835046,1024,0.0186368,0.0067584,0.0359424,0.0585728,0.021504,0.0089088,0.0201728,1,SEQREDUCE_ROWBALANCE
oscil_dcop_40.mtx,430,430,1544,0.00835046,1024,0.0186368,0.0067584,0.0359424,0.0586752,0.0216064,0.0090112,0.019968,1,SEQREDUCE_ROWBALANCE
662_bus.mtx,662,662,1568,0.00357792,1024,0.019456,0.0074752,0.0505856,0.0816128,0.0254976,0.0113664,0.0187392,1,SEQREDUCE_ROWBALANCE
Si34H36.mtx,97569,97569,2626974,0.000275951,1024,2.69599,2.92506,13.5628,50.2276,18.3654,1.67332,2.29796,5,ROWCACHING_ROWBALANCE
fs_680_2.mtx,680,680,2646,0.00572232,1024,0.0200704,0.0086016,0.0549888,0.094208,0.0316416,0.0123904,0.020992,1,SEQREDUCE_ROWBALANCE
G28.mtx,2000,2000,19990,0.0049975,1024,0.0379904,0.0265216,0.16087,0.41431,0.141414,0.0237568,0.029184,5,ROWCACHING_ROWBALANCE
rajat25.mtx,87190,87190,607235,7.98773e-05,1024,0.957133,4.66381,10.5548,18.9683,8.14418,9.30038,0.913408,6,ROWCACHING_NNZBALANCE
n2c6-b8.mtx,1470,3990,13230,0.00225564,1024,0.0273408,0.0218112,0.132506,0.285389,0.100659,0.0222208,0.0239616,1,SEQREDUCE_ROWBALANCE
YaleB_10NN.mtx,2414,2414,17404,0.00298658,1024,0.0336896,0.0259072,0.18135,0.429261,0.134963,0.0232448,0.0267264,5,ROWCACHING_ROWBALANCE
rosen7.mtx,264,776,8034,0.0392163,1024,0.0188416,0.0345088,0.0402432,0.118579,0.0438272,0.0548864,0.0202752,0,CuSparse
IG5-7.mtx,62,150,549,0.0590323,1024,0.0150528,0.005632,0.0090112,0.0132096,0.0090112,0.005632,0.0126976,1,SEQREDUCE_ROWBALANCE
lp_nug05.mtx,210,225,1050,0.0222222,1024,0.0173056,0.00512,0.0197632,0.0321536,0.0147456,0.0063488,0.0177152,1,SEQREDUCE_ROWBALANCE
ex2.mtx,441,441,13640,0.0701354,1024,0.0219136,0.021504,0.0577536,0.174797,0.0692224,0.0185344,0.0198656,5,ROWCACHING_ROWBALANCE
rkat7_mat5.mtx,694,738,38114,0.0744164,1024,0.0408576,0.044032,0.123494,0.288358,0.180838,0.035328,0.0428032,5,ROWCACHING_ROWBALANCE
watt_2.mtx,1856,1856,11550,0.00335294,1024,0.0278528,0.0234496,0.14889,0.306381,0.0985088,0.0350208,0.0248832,1,SEQREDUCE_ROWBALANCE
rajat20.mtx,86916,86916,605045,8.00918e-05,1024,0.959898,4.65797,10.549,18.8793,8.16067,9.25409,0.909722,6,ROWCACHING_NNZBALANCE
lung2.mtx,109460,109460,492564,4.11104e-05,1024,1.05626,1.43862,13.0255,18.2762,6.79485,1.216,1.09251,0,CuSparse
lshp2614.mtx,2614,2614,10297,0.00150695,1024,0.0254976,0.0212992,0.184934,0.368538,0.101888,0.0229376,0.0221184,1,SEQREDUCE_ROWBALANCE
n4c6-b11.mtx,69235,132402,830820,9.06331e-05,1024,1.37912,1.4974,9.02584,19.1692,7.64252,1.1904,1.30478,5,ROWCACHING_ROWBALANCE
parabolic_fem.mtx,525825,525825,2100225,7.59597e-06,1024,6.99791,7.97768,54.1652,87.0477,30.9654,5.66825,6.69,5,ROWCACHING_ROWBALANCE
jan99jac020sc.mtx,6774,6774,38692,0.0008432,1024,0.0827392,0.0985088,0.70656,1.13285,0.373658,0.088576,0.078848,6,ROWCACHING_NNZBALANCE
oscil_dcop_09.mtx,430,430,1544,0.00835046,1024,0.0182272,0.006656,0.03584,0.0584704,0.021504,0.0089088,0.0198656,1,SEQREDUCE_ROWBALANCE
