filename,nrow,ncol,nnz,sparsity,N(B),cusparse,SEQREDUCE_ROWBALANCE,PARREDUCE_ROWBALANCE,SEQREDUCE_NNZBALANCE,PARREDUCE_NNZBALANCE,ROWCACHING_ROWBALANCE,ROWCACHING_NNZBALANCE,THE_BEST_ALG_INDEX,THE_BEST_ALG_NAME
ch6-6-b2.mtx,2400,450,7200,0.00666667,64,0.0167936,0.0043008,0.01536,0.0224256,0.0111616,0.0070656,0.0109568,1,SEQREDUCE_ROWBALANCE
specular.mtx,477976,1600,7647616,0.01,64,0.592077,0.495821,3.84676,11.0066,4.16604,0.700109,0.85504,1,SEQREDUCE_ROWBALANCE
aug2dc.mtx,30200,30200,40000,4.38577e-05,64,0.030208,0.012288,0.134042,0.217805,0.0683008,0.0340992,0.017408,1,SEQREDUCE_ROWBALANCE
mycielskian9.mtx,383,383,7271,0.0495675,64,0.0167936,0.0123904,0.0070656,0.0105472,0.0082944,0.0114688,0.0128,2,PARREDUCE_ROWBALANCE
id2010.mtx,149842,149842,364132,1.62178e-05,64,0.119296,0.0992256,0.878797,1.297,0.407859,0.13609,0.100147,1,SEQREDUCE_ROWBALANCE
c8_mat11.mtx,4562,5761,2462970,0.0937143,64,0.172749,0.192819,0.363418,0.357274,0.754483,0.172237,0.322867,5,ROWCACHING_ROWBALANCE
G3_circuit.mtx,1585478,1585478,4623152,1.83915e-06,64,0.904704,1.09353,10.1905,15.2226,4.95933,1.62007,1.30253,0,CuSparse
model3.mtx,1609,4578,23974,0.00325468,64,0.0187392,0.0147456,0.0141312,0.0290816,0.0157696,0.0142336,0.0136192,6,ROWCACHING_NNZBALANCE
ASIC_680k.mtx,682862,682862,3871773,8.30317e-06,64,0.768102,38.9732,8.6911,12.2212,4.61507,38.3229,0.965837,0,CuSparse
olafu.mtx,16146,16146,515651,0.001978,64,0.0523264,0.0328704,0.129126,0.526029,0.196608,0.0360448,0.056832,1,SEQREDUCE_ROWBALANCE
bp_1600.mtx,822,822,4841,0.00716459,64,0.0177152,0.0171008,0.009216,0.011264,0.0098304,0.0171008,0.012288,2,PARREDUCE_ROWBALANCE
watt_1.mtx,1856,1856,11360,0.00329779,64,0.0202752,0.0048128,0.0132096,0.0221184,0.0116736,0.0065536,0.0121856,1,SEQREDUCE_ROWBALANCE
lshp3466.mtx,3466,3466,13681,0.00113883,64,0.0167936,0.0050176,0.0191488,0.033792,0.013824,0.0075776,0.011776,1,SEQREDUCE_ROWBALANCE
rdb1250l.mtx,1250,1250,7300,0.004672,64,0.016384,0.0045056,0.0100352,0.0152576,0.0093184,0.0053248,0.0111616,1,SEQREDUCE_ROWBALANCE
bcspwr03.mtx,118,118,297,0.0213301,64,0.014336,0.004096,0.0039936,0.0049152,0.0058368,0.0041984,0.0098304,2,PARREDUCE_ROWBALANCE
lp_osa_60.mtx,10280,243246,1408073,0.000563101,64,0.326144,18.8055,2.42852,1.20576,1.09117,16.1511,0.325837,6,ROWCACHING_NNZBALANCE
dwt_503.mtx,503,503,3265,0.0129047,64,0.0157696,0.0049152,0.0059392,0.0079872,0.0073728,0.0047104,0.0109568,5,ROWCACHING_ROWBALANCE
wa2010.mtx,195574,195574,473716,1.2385e-05,64,0.14889,0.126464,1.1606,1.72073,0.551526,0.175309,0.142848,1,SEQREDUCE_ROWBALANCE
oscil_dcop_48.mtx,430,430,1544,0.00835046,64,0.0162816,0.0041984,0.0057344,0.0064512,0.0078848,0.0041984,0.0118784,1,SEQREDUCE_ROWBALANCE
lp_80bau3b.mtx,2262,12061,23264,0.000852724,64,0.0187392,0.0089088,0.0173056,0.0329728,0.0162816,0.0098304,0.0136192,1,SEQREDUCE_ROWBALANCE
lshp1561.mtx,1561,1561,6121,0.00251198,64,0.0160768,0.004608,0.010752,0.0166912,0.0093184,0.0053248,0.010752,1,SEQREDUCE_ROWBALANCE
lp_scagr7.mtx,129,185,465,0.0194846,64,0.0152576,0.004096,0.0041984,0.004608,0.0055296,0.004096,0.009728,1,SEQREDUCE_ROWBALANCE
rgg_n_2_16_s0.mtx,65536,65536,342127,7.96576e-05,64,0.0719872,0.0525312,0.33536,0.707482,0.236851,0.0592896,0.0490496,6,ROWCACHING_NNZBALANCE
bwm200.mtx,200,200,796,0.0199,64,0.014848,0.003584,0.0043008,0.00512,0.0065536,0.004096,0.01024,1,SEQREDUCE_ROWBALANCE
cavity23.mtx,4562,4562,138187,0.00663983,64,0.0251904,0.0135168,0.0417792,0.133427,0.057856,0.0146432,0.0222208,1,SEQREDUCE_ROWBALANCE
GL7d18.mtx,1955309,1548650,35590540,1.17535e-05,64,7.10164,6.20411,19.7806,53.808,21.9244,5.66989,9.95082,5,ROWCACHING_ROWBALANCE
can_229.mtx,229,229,1003,0.0191263,64,0.0142336,0.0039936,0.0045056,0.0052224,0.0068608,0.004096,0.0096256,1,SEQREDUCE_ROWBALANCE
aug2d.mtx,29008,29008,38416,4.56538e-05,64,0.0292864,0.012288,0.129229,0.20951,0.06656,0.0330752,0.0166912,1,SEQREDUCE_ROWBALANCE
epb3.mtx,84617,84617,463625,6.47518e-05,64,0.0943104,0.0919552,0.623002,1.0324,0.35113,0.127898,0.095232,1,SEQREDUCE_ROWBALANCE
ca-AstroPh.mtx,18772,18772,198110,0.000562193,64,0.0334848,0.0361472,0.101171,0.283034,0.100557,0.0427008,0.0282624,6,ROWCACHING_NNZBALANCE
mbeacxc.mtx,496,496,49920,0.202914,64,0.018944,0.0275456,0.0202752,0.0185344,0.0234496,0.0260096,0.032768,3,SEQREDUCE_NNZBALANCE
dwa512.mtx,512,512,2480,0.00946045,64,0.0159744,0.0045056,0.006144,0.0075776,0.006656,0.0047104,0.01024,1,SEQREDUCE_ROWBALANCE
adder_dcop_46.mtx,1813,1813,11246,0.00342139,64,0.0181248,0.064512,0.0248832,0.0217088,0.0120832,0.0620544,0.0135168,4,PARREDUCE_NNZBALANCE
fpga_dcop_08.mtx,1220,1220,5888,0.00395593,64,0.0196608,0.0054272,0.0101376,0.0141312,0.0093184,0.0065536,0.0131072,1,SEQREDUCE_ROWBALANCE
cage11.mtx,39082,39082,559722,0.000366453,64,0.0756736,0.0525312,0.263373,0.744755,0.27689,0.0630784,0.0722944,1,SEQREDUCE_ROWBALANCE
co5.mtx,5774,12325,57993,0.000814914,64,0.0218112,0.0280576,0.0387072,0.0874496,0.0326656,0.0306176,0.0156672,6,ROWCACHING_NNZBALANCE
nos5.mtx,468,468,2820,0.0128753,64,0.0162816,0.004608,0.0055296,0.0073728,0.0074752,0.0044032,0.0108544,5,ROWCACHING_ROWBALANCE
G21.mtx,800,800,4667,0.00729219,64,0.0165888,0.0104448,0.0072704,0.0109568,0.0091136,0.0086016,0.0123904,2,PARREDUCE_ROWBALANCE
conf5_0-4x4-18.mtx,3072,3072,119808,0.0126953,64,0.0459776,3.80795,0.478208,0.362598,0.292454,3.11132,0.0357376,6,ROWCACHING_NNZBALANCE
xenon2.mtx,157464,157464,3866688,0.000155947,64,0.434893,0.310682,1.48142,4.8171,1.96116,0.259891,0.586752,5,ROWCACHING_ROWBALANCE
c-big.mtx,345241,345241,1343126,1.12687e-05,64,0.331776,0.913715,2.30758,3.61411,1.25676,0.953139,0.396698,0,CuSparse
bcsstk28.mtx,4410,4410,111717,0.00574437,64,0.0223232,0.0120832,0.0354304,0.11223,0.0473088,0.011776,0.0208896,5,ROWCACHING_ROWBALANCE
rw5151.mtx,5151,5151,20199,0.000761284,64,0.0187392,0.0059392,0.029184,0.0492544,0.0193536,0.0109568,0.0134144,1,SEQREDUCE_ROWBALANCE
cz20468.mtx,20468,20468,206076,0.0004919,64,0.034304,0.0188416,0.11735,0.300032,0.111411,0.03328,0.029696,1,SEQREDUCE_ROWBALANCE
adder_trans_02.mtx,1814,1814,14579,0.0044305,64,0.017408,0.0652288,0.0253952,0.024064,0.0123904,0.0635904,0.0126976,4,PARREDUCE_NNZBALANCE
viscoplastic1.mtx,4326,4326,61166,0.00326841,64,0.0191488,0.0077824,0.0299008,0.0745472,0.031744,0.0118784,0.0141312,1,SEQREDUCE_ROWBALANCE
soc-Slashdot0902.mtx,82168,82168,948464,0.00014048,64,0.166502,0.309146,0.67543,1.49064,0.552038,0.268288,0.206131,0,CuSparse
f855_mat9.mtx,2456,2511,171214,0.0277629,64,0.0257024,0.01792,0.0374784,0.0690176,0.0626688,0.01792,0.0294912,1,SEQREDUCE_ROWBALANCE
LFAT5000.mtx,19994,19994,49980,0.000125025,64,0.0234496,0.0104448,0.0903168,0.164659,0.0538624,0.0228352,0.0152576,1,SEQREDUCE_ROWBALANCE
TSOPF_RS_b300_c2.mtx,28338,28338,2943887,0.00366592,64,0.244019,0.175616,0.571699,1.03793,1.07663,0.167629,0.358912,5,ROWCACHING_ROWBALANCE
PGPgiantcompo.mtx,10680,10680,24316,0.000213182,64,0.0223232,0.0137216,0.0485376,0.0864256,0.028672,0.0182272,0.0144384,1,SEQREDUCE_ROWBALANCE
n4c6-b12.mtx,25605,69235,332865,0.000187766,64,0.0616448,0.0379904,0.199168,0.454963,0.178586,0.0441344,0.0678912,1,SEQREDUCE_ROWBALANCE
bcspwr04.mtx,274,274,943,0.0125606,64,0.0156672,0.0041984,0.0043008,0.0052224,0.0065536,0.0041984,0.0113664,1,SEQREDUCE_ROWBALANCE
cavity09.mtx,1182,1182,32747,0.0234389,64,0.0173056,0.0073728,0.0134144,0.0321536,0.0180224,0.0072704,0.0132096,5,ROWCACHING_ROWBALANCE
n3c6-b1.mtx,105,105,210,0.0190476,64,0.0142336,0.003584,0.004096,0.004608,0.0059392,0.004096,0.0074752,1,SEQREDUCE_ROWBALANCE
fpga_dcop_29.mtx,1220,1220,5892,0.00395861,64,0.0193536,0.0054272,0.0100352,0.0142336,0.0093184,0.0064512,0.0130048,1,SEQREDUCE_ROWBALANCE
west0497.mtx,497,497,1727,0.00699165,64,0.016896,0.0047104,0.006144,0.007168,0.0067584,0.0047104,0.0116736,1,SEQREDUCE_ROWBALANCE
lp_sctap3.mtx,1480,3340,9734,0.00196917,64,0.0181248,0.005632,0.0115712,0.0186368,0.0111616,0.0062464,0.0128,1,SEQREDUCE_ROWBALANCE
photogrammetry.mtx,1388,390,11816,0.0218281,64,0.015872,0.0047104,0.011264,0.019456,0.0104448,0.0060416,0.0104448,1,SEQREDUCE_ROWBALANCE
pkustk08.mtx,22209,22209,1624440,0.00329341,64,0.129126,0.100864,0.302592,0.690381,0.555213,0.0963584,0.169574,5,ROWCACHING_ROWBALANCE
GL7d22.mtx,349443,822922,8251000,2.86927e-05,64,1.56027,1.2926,3.84707,11.0181,4.65572,1.08687,2.10883,5,ROWCACHING_ROWBALANCE
ex6.mtx,1651,1651,49533,0.0181719,64,0.0180224,0.0084992,0.01792,0.0473088,0.024064,0.0084992,0.013312,1,SEQREDUCE_ROWBALANCE
great-britain_osm.mtx,7733822,7733822,8156517,1.36369e-07,64,2.8672,4.35722,44.5385,57.4971,17.3351,6.51878,3.87308,0,CuSparse
Maragal_3.mtx,1690,860,18391,0.0126538,64,0.0181248,0.026112,0.0160768,0.027648,0.0134144,0.0242688,0.0135168,4,PARREDUCE_NNZBALANCE
HEP-th.mtx,27240,27240,342437,0.000461494,64,0.0580608,0.0509952,0.16384,0.46295,0.170189,0.0656384,0.0468992,6,ROWCACHING_NNZBALANCE
adder_dcop_03.mtx,1813,1813,11148,0.00339157,64,0.0183296,0.062976,0.0247808,0.021504,0.0115712,0.0618496,0.0132096,4,PARREDUCE_NNZBALANCE
rdist3a.mtx,2398,2398,61896,0.0107638,64,0.0216064,0.0115712,0.0229376,0.0611328,0.0294912,0.0109568,0.0146432,5,ROWCACHING_ROWBALANCE
lshp_577.mtx,577,577,2233,0.00670714,64,0.0155648,0.0044032,0.0058368,0.0079872,0.0067584,0.004608,0.0101376,1,SEQREDUCE_ROWBALANCE
ABACUS_shell_ld.mtx,23412,23412,0,0,64,0.0096256,0.0074752,0.0818176,0.14121,0.036864,0.0073728,0.006656,6,ROWCACHING_NNZBALANCE
klein-b1.mtx,30,10,60,0.2,64,0.0132096,0.003584,0.0036864,0.004096,0.0052224,0.0037888,0.0073728,1,SEQREDUCE_ROWBALANCE
lp_sc50a.mtx,50,78,160,0.0410256,64,0.0145408,0.0036864,0.0037888,0.0041984,0.0052224,0.0038912,0.0094208,1,SEQREDUCE_ROWBALANCE
t3dh.mtx,79171,79171,2215638,0.000353481,64,0.247706,0.154317,0.708915,2.56246,0.975258,0.140186,0.304845,5,ROWCACHING_ROWBALANCE
para-4.mtx,153226,153226,5326228,0.000226858,64,0.658534,0.910029,1.77183,4.00978,2.50337,0.796365,0.897946,0,CuSparse
bcsstk03.mtx,112,112,376,0.0299745,64,0.0137216,0.0037888,0.004096,0.0045056,0.0058368,0.004096,0.0094208,1,SEQREDUCE_ROWBALANCE
cage10.mtx,11397,11397,150645,0.00115977,64,0.0290816,0.0142336,0.0694272,0.192922,0.0753664,0.0203776,0.0247808,1,SEQREDUCE_ROWBALANCE
n4c6-b7.mtx,163215,104115,1305720,7.68381e-05,64,0.222003,0.160666,1.29208,2.36186,0.875418,0.246682,0.259277,1,SEQREDUCE_ROWBALANCE
lp_stocfor2.mtx,2157,3045,9357,0.00142462,64,0.0183296,0.00512,0.0147456,0.0228352,0.0116736,0.0065536,0.0126976,1,SEQREDUCE_ROWBALANCE
RFdevice.mtx,74104,74104,0,0,64,0.0239616,0.0171008,0.251597,0.441754,0.112026,0.0167936,0.0159744,6,ROWCACHING_NNZBALANCE
lp_stair.mtx,356,614,4003,0.0183133,64,0.0164864,0.0053248,0.0062464,0.00768,0.0074752,0.0055296,0.0114688,1,SEQREDUCE_ROWBALANCE
af_1_k101.mtx,503625,503625,9027150,3.55907e-05,64,0.850842,0.692941,3.95203,12.5938,4.71992,0.789094,1.20709,1,SEQREDUCE_ROWBALANCE
lpi_refinery.mtx,323,464,1626,0.0108493,64,0.0177152,0.0045056,0.0052224,0.0059392,0.0068608,0.0044032,0.011776,5,ROWCACHING_ROWBALANCE
flowmeter0.mtx,9669,9669,38530,0.000412132,64,0.020992,0.0072704,0.0462848,0.091648,0.0318464,0.0125952,0.0136192,1,SEQREDUCE_ROWBALANCE
lhr14c.mtx,14270,14270,307858,0.00151183,64,0.0392192,0.0279552,0.107622,0.341197,0.131379,0.0329728,0.037888,1,SEQREDUCE_ROWBALANCE
2D_54019_highK.mtx,54019,54019,996414,0.000341465,64,0.12073,0.213709,0.455475,1.27334,0.488755,0.15575,0.136192,0,CuSparse
bibd_81_3.mtx,3240,85320,255960,0.000925926,64,0.0479232,0.0252928,0.0564224,0.111002,0.09728,0.0227328,0.057344,5,ROWCACHING_ROWBALANCE
lhr07c.mtx,7337,7337,156508,0.00290736,64,0.0274432,0.0180224,0.0575488,0.16855,0.0683008,0.0197632,0.02304,1,SEQREDUCE_ROWBALANCE
nasa2146.mtx,2146,2146,37198,0.00807719,64,0.0178176,0.0070656,0.0172032,0.0417792,0.0205824,0.0083968,0.0124928,1,SEQREDUCE_ROWBALANCE
mycielskian17.mtx,98303,98303,50122871,0.00518683,64,4.86984,7.19432,7.51698,9.45377,18.4205,5.21964,7.01266,0,CuSparse
Trec8.mtx,23,84,549,0.284162,64,0.0139264,0.0053248,0.004096,0.0043008,0.0050176,0.0049152,0.0096256,2,PARREDUCE_ROWBALANCE
cz628.mtx,628,628,6346,0.0160909,64,0.0161792,0.0052224,0.0073728,0.0106496,0.00768,0.0049152,0.011264,5,ROWCACHING_ROWBALANCE
adder_dcop_63.mtx,1813,1813,11246,0.00342139,64,0.0181248,0.0644096,0.0246784,0.0216064,0.0120832,0.0618496,0.0132096,4,PARREDUCE_NNZBALANCE
fpga_dcop_14.mtx,1220,1220,5892,0.00395861,64,0.019968,0.0055296,0.01024,0.0142336,0.0096256,0.0067584,0.0131072,1,SEQREDUCE_ROWBALANCE
brack2.mtx,62631,62631,366559,9.3447e-05,64,0.0729088,0.0550912,0.346112,0.717722,0.24279,0.0606208,0.0524288,6,ROWCACHING_NNZBALANCE
net100.mtx,29920,29920,1031560,0.00115232,64,0.0999424,0.0616448,0.247706,0.675328,0.382771,0.0666624,0.11479,1,SEQREDUCE_ROWBALANCE
invextr1_new.mtx,30412,30412,1793881,0.00193956,64,0.171213,0.113766,0.414515,1.08278,0.687411,0.106598,0.211866,5,ROWCACHING_ROWBALANCE
can_838.mtx,838,838,5424,0.00772381,64,0.0160768,0.0052224,0.0072704,0.0114688,0.009728,0.0048128,0.0119808,5,ROWCACHING_ROWBALANCE
shipsec8.mtx,114919,114919,3384159,0.000256252,64,0.365466,0.219546,1.05544,3.96011,1.51552,0.213504,0.43561,5,ROWCACHING_ROWBALANCE
grid2_dual.mtx,3136,3136,6112,0.000621486,64,0.0186368,0.0044032,0.0166912,0.0262144,0.011264,0.0065536,0.0131072,1,SEQREDUCE_ROWBALANCE
fpga_dcop_30.mtx,1220,1220,5892,0.00395861,64,0.0196608,0.0055296,0.0101376,0.0142336,0.0095232,0.0065536,0.0132096,1,SEQREDUCE_ROWBALANCE
nos2.mtx,957,957,2547,0.00278103,64,0.0152576,0.004096,0.0075776,0.0104448,0.0077824,0.004608,0.0104448,1,SEQREDUCE_ROWBALANCE
flower_4_4.mtx,1837,5529,16466,0.00162118,64,0.0177152,0.0052224,0.0137216,0.0254976,0.0131072,0.0065536,0.013312,1,SEQREDUCE_ROWBALANCE
ca2010.mtx,710145,710145,1744683,3.45957e-06,64,0.403456,0.454758,4.18918,6.29709,2.03919,0.626688,0.545075,0,CuSparse
cont-201.mtx,80595,80595,239596,3.68862e-05,64,0.078336,0.0602112,0.44585,0.748134,0.233984,0.073216,0.0726016,1,SEQREDUCE_ROWBALANCE
TSOPF_RS_b300_c3.mtx,42138,42138,4413449,0.00248559,64,0.364237,0.256614,0.853299,1.57819,1.6385,0.244941,0.548352,5,ROWCACHING_ROWBALANCE
relat7b.mtx,21924,1045,81355,0.00355098,64,0.0262144,0.0116736,0.108442,0.203366,0.0687104,0.0333824,0.018432,1,SEQREDUCE_ROWBALANCE
bibd_9_3.mtx,36,84,252,0.0833333,64,0.0146432,0.0041984,0.0038912,0.0041984,0.0052224,0.0041984,0.0084992,2,PARREDUCE_ROWBALANCE
rel3.mtx,12,5,18,0.3,64,0.0109568,0.003584,0.003584,0.003584,0.0043008,0.0038912,0.0073728,1,SEQREDUCE_ROWBALANCE
fd12.mtx,7500,7500,28462,0.000505991,64,0.0229376,0.0073728,0.0407552,0.0704512,0.0262144,0.014336,0.0142336,1,SEQREDUCE_ROWBALANCE
scsd8-2r.mtx,8650,60550,190210,0.000363164,64,0.0289792,0.0145408,0.0622592,0.20439,0.0826368,0.016384,0.0256,1,SEQREDUCE_ROWBALANCE
atmosmodd.mtx,1270432,1270432,8814880,5.46152e-06,64,1.36765,1.50272,10.0829,17.9866,6.48346,1.87023,2.04739,0,CuSparse
c-36.mtx,7479,7479,36710,0.000656292,64,0.0216064,0.0398336,0.0388096,0.0804864,0.0264192,0.0387072,0.0146432,6,ROWCACHING_NNZBALANCE
Erdos02.mtx,6927,6927,8472,0.000176561,64,0.0188416,0.0065536,0.02816,0.050688,0.0141312,0.00768,0.0135168,1,SEQREDUCE_ROWBALANCE
world.mtx,34506,67147,198883,8.58374e-05,64,0.0533504,0.0678912,0.232755,0.392499,0.141312,0.0733184,0.041984,6,ROWCACHING_NNZBALANCE
wikipedia-20060925.mtx,2983494,2983494,37269096,4.18696e-06,64,6.15506,6.05716,26.6785,64.6124,24.0648,6.447,9.40728,1,SEQREDUCE_ROWBALANCE
oscil_dcop_54.mtx,430,430,1544,0.00835046,64,0.016384,0.0041984,0.0057344,0.0064512,0.00768,0.0043008,0.0118784,1,SEQREDUCE_ROWBALANCE
oscil_dcop_40.mtx,430,430,1544,0.00835046,64,0.0165888,0.0044032,0.005632,0.006656,0.0078848,0.0043008,0.0120832,5,ROWCACHING_ROWBALANCE
662_bus.mtx,662,662,1568,0.00357792,64,0.0166912,0.0041984,0.006144,0.0077824,0.0079872,0.004608,0.0119808,1,SEQREDUCE_ROWBALANCE
Freescale2.mtx,2999349,2999349,23042677,2.56141e-06,64,3.39548,4.72975,24.1211,48.9015,17.8654,6.28388,5.32244,0,CuSparse
Si34H36.mtx,97569,97569,2626974,0.000275951,64,0.305971,0.210432,0.882995,3.19918,1.21795,0.207258,0.407962,5,ROWCACHING_ROWBALANCE
fs_680_2.mtx,680,680,2646,0.00572232,64,0.0176128,0.0043008,0.007168,0.0088064,0.0080896,0.0048128,0.0125952,1,SEQREDUCE_ROWBALANCE
G28.mtx,2000,2000,19990,0.0049975,64,0.0176128,0.0063488,0.013824,0.0289792,0.0145408,0.0067584,0.0134144,1,SEQREDUCE_ROWBALANCE
rajat25.mtx,87190,87190,607235,7.98773e-05,64,0.120525,2.49303,0.859136,1.32803,0.508518,2.13166,0.126669,0,CuSparse
n2c6-b8.mtx,1470,3990,13230,0.00225564,64,0.0175104,0.0048128,0.0118784,0.0208896,0.0111616,0.006144,0.0131072,1,SEQREDUCE_ROWBALANCE
YaleB_10NN.mtx,2414,2414,17404,0.00298658,64,0.0181248,0.0067584,0.0151552,0.0297984,0.0141312,0.0075776,0.0132096,1,SEQREDUCE_ROWBALANCE
rosen7.mtx,264,776,8034,0.0392163,64,0.016384,0.0274432,0.0131072,0.0161792,0.0082944,0.0217088,0.0123904,4,PARREDUCE_NNZBALANCE
IG5-7.mtx,62,150,549,0.0590323,64,0.0135168,0.0047104,0.0039936,0.0044032,0.005632,0.0043008,0.0093184,2,PARREDUCE_ROWBALANCE
lp_nug05.mtx,210,225,1050,0.0222222,64,0.0159744,0.0039936,0.0044032,0.0052224,0.0067584,0.0041984,0.0115712,1,SEQREDUCE_ROWBALANCE
ex2.mtx,441,441,13640,0.0701354,64,0.016896,0.0101376,0.0083968,0.0155648,0.0098304,0.0082944,0.0126976,5,ROWCACHING_ROWBALANCE
rkat7_mat5.mtx,694,738,38114,0.0744164,64,0.016896,0.0109568,0.0144384,0.022016,0.018944,0.009728,0.0202752,5,ROWCACHING_ROWBALANCE
watt_2.mtx,1856,1856,11550,0.00335294,64,0.019968,0.0091136,0.013312,0.0221184,0.0111616,0.0101376,0.0126976,1,SEQREDUCE_ROWBALANCE
rajat20.mtx,86916,86916,605045,8.00918e-05,64,0.121037,2.47214,0.858317,1.32444,0.505651,2.13955,0.127386,0,CuSparse
lung2.mtx,109460,109460,492564,4.11104e-05,64,0.11735,0.0956416,0.835789,1.22368,0.426906,0.16425,0.123494,1,SEQREDUCE_ROWBALANCE
lshp2614.mtx,2614,2614,10297,0.00150695,64,0.016384,0.0047104,0.0152576,0.0260096,0.0113664,0.0064512,0.0113664,1,SEQREDUCE_ROWBALANCE
n4c6-b11.mtx,69235,132402,830820,9.06331e-05,64,0.147661,0.0915456,0.585114,1.23873,0.493056,0.112742,0.181043,1,SEQREDUCE_ROWBALANCE
